"county_fips","county","state","year","name","population","unisured population","uninsured rate"
25003,"Berkshire","MA",2019,"Berkshire County, MA","90,393","3,482","3.9"
25003,"Berkshire","MA",2014,"Berkshire County, MA","97,532","3,928","4.0"
25003,"Berkshire","MA",2011,"Berkshire County, MA","101,346","4,818","4.8"
25003,"Berkshire","MA",2008,"Berkshire County, MA","100,833","4,806","4.8"
25003,"Berkshire","MA",2007,"Berkshire County, MA","104,565","7,378","7.1"
25003,"Berkshire","MA",2009,"Berkshire County, MA","100,445","4,622","4.6"
25003,"Berkshire","MA",2015,"Berkshire County, MA","95,828","3,263","3.4"
25003,"Berkshire","MA",2017,"Berkshire County, MA","93,041","3,110","3.3"
25003,"Berkshire","MA",2006,"Berkshire County, MA","105,375","8,715","8.3"
25003,"Berkshire","MA",2016,"Berkshire County, MA","94,209","3,117","3.3"
25003,"Berkshire","MA",2018,"Berkshire County, MA","92,491","3,197","3.5"
25005,"Bristol","MA",2016,"Bristol County, MA","455,515","14,881","3.3"
25005,"Bristol","MA",2007,"Bristol County, MA","474,932","37,391","7.9"
25005,"Bristol","MA",2009,"Bristol County, MA","459,502","25,548","5.6"
25005,"Bristol","MA",2020,"Bristol County, MA","455,459","17,165","3.8"
25005,"Bristol","MA",2012,"Bristol County, MA","457,324","23,189","5.1"
25005,"Bristol","MA",2017,"Bristol County, MA","456,942","16,752","3.7"
25005,"Bristol","MA",2015,"Bristol County, MA","456,739","16,732","3.7"
25005,"Bristol","MA",2006,"Bristol County, MA","474,290","41,826","8.8"
25005,"Bristol","MA",2019,"Bristol County, MA","455,842","17,581","3.9"
25005,"Bristol","MA",2008,"Bristol County, MA","458,989","24,945","5.4"
25005,"Bristol","MA",2011,"Bristol County, MA","458,828","23,821","5.2"
25005,"Bristol","MA",2014,"Bristol County, MA","456,347","19,640","4.3"
25005,"Bristol","MA",2013,"Bristol County, MA","456,877","21,829","4.8"
25005,"Bristol","MA",2018,"Bristol County, MA","457,367","16,990","3.7"
25005,"Bristol","MA",2010,"Bristol County, MA","459,283","25,207","5.5"
25013,"Hampden","MA",2006,"Hampden County, MA","399,396","37,875","9.5"
25013,"Hampden","MA",2019,"Hampden County, MA","371,365","15,798","4.3"
25013,"Hampden","MA",2008,"Hampden County, MA","381,558","18,779","4.9"
25013,"Hampden","MA",2009,"Hampden County, MA","390,289","20,112","5.2"
25013,"Hampden","MA",2020,"Hampden County, MA","366,442","14,139","3.9"
25013,"Hampden","MA",2007,"Hampden County, MA","398,768","29,074","7.3"
25013,"Hampden","MA",2016,"Hampden County, MA","379,894","13,665","3.6"
25013,"Hampden","MA",2015,"Hampden County, MA","385,594","15,505","4.0"
25013,"Hampden","MA",2018,"Hampden County, MA","377,561","14,372","3.8"
25013,"Hampden","MA",2017,"Hampden County, MA","378,683","13,748","3.6"
25013,"Hampden","MA",2012,"Hampden County, MA","385,647","18,805","4.9"
25013,"Hampden","MA",2011,"Hampden County, MA","386,770","21,922","5.7"
25013,"Hampden","MA",2010,"Hampden County, MA","386,770","24,417","6.3"
25013,"Hampden","MA",2014,"Hampden County, MA","385,208","16,185","4.2"
25013,"Hampden","MA",2013,"Hampden County, MA","386,549","19,574","5.1"
25025,"Suffolk","MA",2018,"Suffolk County, MA","663,675","29,280","4.4"
25025,"Suffolk","MA",2012,"Suffolk County, MA","624,378","37,014","5.9"
25025,"Suffolk","MA",2014,"Suffolk County, MA","641,588","34,170","5.3"
25025,"Suffolk","MA",2011,"Suffolk County, MA","616,241","39,996","6.5"
25025,"Suffolk","MA",2017,"Suffolk County, MA","657,383","27,351","4.2"
25025,"Suffolk","MA",2015,"Suffolk County, MA","648,270","30,048","4.6"
25025,"Suffolk","MA",2016,"Suffolk County, MA","647,750","25,518","3.9"
25025,"Suffolk","MA",2020,"Suffolk County, MA","649,808","24,517","3.8"
25025,"Suffolk","MA",2010,"Suffolk County, MA","608,729","42,137","6.9"
25025,"Suffolk","MA",2007,"Suffolk County, MA","641,037","56,264","8.8"
25025,"Suffolk","MA",2006,"Suffolk County, MA","626,554","81,982","13.1"
25025,"Suffolk","MA",2013,"Suffolk County, MA","633,166","33,497","5.3"
25025,"Suffolk","MA",2008,"Suffolk County, MA","618,331","35,592","5.8"
25025,"Suffolk","MA",2019,"Suffolk County, MA","656,411","31,313","4.8"
25025,"Suffolk","MA",2009,"Suffolk County, MA","639,007","44,384","6.9"
25027,"Worcester","MA",2018,"Worcester County, MA","679,951","20,918","3.1"
25027,"Worcester","MA",2020,"Worcester County, MA","672,451","18,743","2.8"
25027,"Worcester","MA",2010,"Worcester County, MA","676,627","32,633","4.8"
25027,"Worcester","MA",2017,"Worcester County, MA","678,748","21,472","3.2"
25027,"Worcester","MA",2009,"Worcester County, MA","684,350","31,537","4.6"
25027,"Worcester","MA",2019,"Worcester County, MA","675,095","23,677","3.5"
25027,"Worcester","MA",2012,"Worcester County, MA","676,970","31,529","4.7"
25027,"Worcester","MA",2014,"Worcester County, MA","677,952","23,927","3.5"
25027,"Worcester","MA",2016,"Worcester County, MA","676,300","19,221","2.8"
25027,"Worcester","MA",2006,"Worcester County, MA","682,219","53,989","7.9"
25027,"Worcester","MA",2015,"Worcester County, MA","679,228","19,986","2.9"
25027,"Worcester","MA",2011,"Worcester County, MA","677,417","30,805","4.5"
25027,"Worcester","MA",2013,"Worcester County, MA","676,433","28,121","4.2"
25027,"Worcester","MA",2007,"Worcester County, MA","686,641","48,095","7.0"
25027,"Worcester","MA",2008,"Worcester County, MA","668,877","26,511","4.0"
26017,"Bay","MI",2011,"Bay County, MI","88,887","11,704","13.2"
26017,"Bay","MI",2020,"Bay County, MI","79,611","5,524","6.9"
26017,"Bay","MI",2008,"Bay County, MI","90,265","10,743","11.9"
26017,"Bay","MI",2017,"Bay County, MI","82,951","5,064","6.1"
26017,"Bay","MI",2014,"Bay County, MI","86,280","7,671","8.9"
26017,"Bay","MI",2016,"Bay County, MI","83,896","5,048","6.0"
26017,"Bay","MI",2009,"Bay County, MI","89,659","11,502","12.8"
26017,"Bay","MI",2012,"Bay County, MI","87,967","10,766","12.2"
26017,"Bay","MI",2019,"Bay County, MI","80,836","5,631","7.0"
26017,"Bay","MI",2013,"Bay County, MI","87,465","10,936","12.5"
26017,"Bay","MI",2010,"Bay County, MI","89,683","12,490","13.9"
26017,"Bay","MI",2007,"Bay County, MI","90,964","9,605","10.6"
26017,"Bay","MI",2006,"Bay County, MI","91,104","9,809","10.8"
26017,"Bay","MI",2018,"Bay County, MI","82,133","5,382","6.6"
26017,"Bay","MI",2015,"Bay County, MI","85,302","5,598","6.6"
26021,"Berrien","MI",2015,"Berrien County, MI","124,086","10,879","8.8"
26021,"Berrien","MI",2009,"Berrien County, MI","132,919","21,066","15.8"
26021,"Berrien","MI",2007,"Berrien County, MI","133,931","18,814","14.0"
26021,"Berrien","MI",2014,"Berrien County, MI","125,231","15,178","12.1"
26021,"Berrien","MI",2006,"Berrien County, MI","134,425","19,417","14.4"
26021,"Berrien","MI",2011,"Berrien County, MI","128,800","20,443","15.9"
26021,"Berrien","MI",2012,"Berrien County, MI","127,550","19,886","15.6"
26021,"Berrien","MI",2017,"Berrien County, MI","121,852","8,845","7.3"
26021,"Berrien","MI",2020,"Berrien County, MI","117,787","8,896","7.6"
26021,"Berrien","MI",2013,"Berrien County, MI","126,121","18,823","14.9"
26021,"Berrien","MI",2019,"Berrien County, MI","119,505","10,145","8.5"
26021,"Berrien","MI",2010,"Berrien County, MI","129,263","20,054","15.5"
26021,"Berrien","MI",2008,"Berrien County, MI","132,836","18,701","14.1"
26021,"Berrien","MI",2018,"Berrien County, MI","121,124","10,019","8.3"
26021,"Berrien","MI",2016,"Berrien County, MI","122,767","9,340","7.6"
26025,"Calhoun","MI",2006,"Calhoun County, MI","115,304","11,438","9.9"
26025,"Calhoun","MI",2011,"Calhoun County, MI","112,831","16,098","14.3"
26025,"Calhoun","MI",2016,"Calhoun County, MI","108,468","7,020","6.5"
26025,"Calhoun","MI",2008,"Calhoun County, MI","114,130","14,376","12.6"
26025,"Calhoun","MI",2010,"Calhoun County, MI","113,541","17,249","15.2"
26025,"Calhoun","MI",2020,"Calhoun County, MI","105,080","6,842","6.5"
26025,"Calhoun","MI",2019,"Calhoun County, MI","106,468","7,646","7.2"
26025,"Calhoun","MI",2018,"Calhoun County, MI","107,344","6,709","6.3"
26025,"Calhoun","MI",2013,"Calhoun County, MI","111,072","14,519","13.1"
26025,"Calhoun","MI",2007,"Calhoun County, MI","114,582","11,238","9.8"
26025,"Calhoun","MI",2014,"Calhoun County, MI","110,290","10,886","9.9"
26025,"Calhoun","MI",2009,"Calhoun County, MI","113,123","16,078","14.2"
26025,"Calhoun","MI",2015,"Calhoun County, MI","109,148","8,045","7.4"
26025,"Calhoun","MI",2012,"Calhoun County, MI","111,696","15,285","13.7"
26025,"Calhoun","MI",2017,"Calhoun County, MI","107,807","6,066","5.6"
26049,"Genesee","MI",2016,"Genesee County, MI","336,270","21,574","6.4"
26049,"Genesee","MI",2013,"Genesee County, MI","349,331","39,896","11.4"
26049,"Genesee","MI",2008,"Genesee County, MI","370,678","39,537","10.7"
26049,"Genesee","MI",2007,"Genesee County, MI","373,957","47,895","12.8"
26049,"Genesee","MI",2017,"Genesee County, MI","332,809","22,396","6.7"
26049,"Genesee","MI",2011,"Genesee County, MI","359,698","43,672","12.1"
26049,"Genesee","MI",2009,"Genesee County, MI","364,933","44,453","12.2"
26049,"Genesee","MI",2012,"Genesee County, MI","353,825","43,584","12.3"
26049,"Genesee","MI",2006,"Genesee County, MI","380,708","53,818","14.1"
26049,"Genesee","MI",2010,"Genesee County, MI","363,990","44,805","12.3"
26049,"Genesee","MI",2019,"Genesee County, MI","327,425","21,718","6.6"
26049,"Genesee","MI",2018,"Genesee County, MI","330,655","19,973","6.0"
26049,"Genesee","MI",2020,"Genesee County, MI","321,912","20,007","6.2"
26049,"Genesee","MI",2015,"Genesee County, MI","340,551","23,029","6.8"
26049,"Genesee","MI",2014,"Genesee County, MI","344,545","30,107","8.7"
26065,"Ingham","MI",2012,"Ingham County, MI","233,890","29,713","12.7"
26065,"Ingham","MI",2020,"Ingham County, MI","232,542","14,657","6.3"
26065,"Ingham","MI",2017,"Ingham County, MI","235,148","14,567","6.2"
26065,"Ingham","MI",2013,"Ingham County, MI","232,985","28,002","12.0"
26065,"Ingham","MI",2014,"Ingham County, MI","233,747","22,936","9.8"
26065,"Ingham","MI",2010,"Ingham County, MI","235,302","30,490","13.0"
26065,"Ingham","MI",2015,"Ingham County, MI","234,404","17,982","7.7"
26065,"Ingham","MI",2018,"Ingham County, MI","237,438","15,009","6.3"
26065,"Ingham","MI",2011,"Ingham County, MI","234,964","30,572","13.0"
26065,"Ingham","MI",2008,"Ingham County, MI","233,327","27,608","11.8"
26065,"Ingham","MI",2006,"Ingham County, MI","238,948","39,126","16.4"
26065,"Ingham","MI",2016,"Ingham County, MI","234,868","16,185","6.9"
26065,"Ingham","MI",2019,"Ingham County, MI","235,209","17,593","7.5"
26065,"Ingham","MI",2007,"Ingham County, MI","235,654","35,220","14.9"
26065,"Ingham","MI",2009,"Ingham County, MI","232,342","32,476","14.0"
26075,"Jackson","MI",2006,"Jackson County, MI","133,487","15,139","11.3"
26075,"Jackson","MI",2008,"Jackson County, MI","130,525","14,979","11.5"
26075,"Jackson","MI",2014,"Jackson County, MI","125,546","11,840","9.4"
26075,"Jackson","MI",2007,"Jackson County, MI","131,737","14,635","11.1"
26075,"Jackson","MI",2020,"Jackson County, MI","119,872","7,416","6.2"
26075,"Jackson","MI",2009,"Jackson County, MI","129,433","16,780","13.0"
26075,"Jackson","MI",2011,"Jackson County, MI","127,854","16,252","12.7"
26075,"Jackson","MI",2010,"Jackson County, MI","128,590","17,963","14.0"
26075,"Jackson","MI",2019,"Jackson County, MI","121,439","8,320","6.9"
26075,"Jackson","MI",2015,"Jackson County, MI","124,807","7,775","6.2"
26075,"Jackson","MI",2018,"Jackson County, MI","122,473","8,133","6.6"
26075,"Jackson","MI",2017,"Jackson County, MI","123,059","7,041","5.7"
26075,"Jackson","MI",2016,"Jackson County, MI","123,441","7,513","6.1"
26075,"Jackson","MI",2012,"Jackson County, MI","127,034","15,874","12.5"
26075,"Jackson","MI",2013,"Jackson County, MI","126,595","15,313","12.1"
26077,"Kalamazoo","MI",2017,"Kalamazoo County, MI","218,254","12,138","5.6"
26077,"Kalamazoo","MI",2018,"Kalamazoo County, MI","218,458","13,371","6.1"
26077,"Kalamazoo","MI",2015,"Kalamazoo County, MI","217,547","14,634","6.7"
26077,"Kalamazoo","MI",2009,"Kalamazoo County, MI","210,407","26,786","12.7"
26077,"Kalamazoo","MI",2019,"Kalamazoo County, MI","217,481","14,695","6.8"
26077,"Kalamazoo","MI",2010,"Kalamazoo County, MI","213,198","27,722","13.0"
26077,"Kalamazoo","MI",2014,"Kalamazoo County, MI","216,880","19,737","9.1"
26077,"Kalamazoo","MI",2013,"Kalamazoo County, MI","216,058","27,651","12.8"
26077,"Kalamazoo","MI",2007,"Kalamazoo County, MI","211,929","26,843","12.7"
26077,"Kalamazoo","MI",2011,"Kalamazoo County, MI","213,913","28,020","13.1"
26077,"Kalamazoo","MI",2020,"Kalamazoo County, MI","217,093","14,717","6.8"
26077,"Kalamazoo","MI",2006,"Kalamazoo County, MI","211,811","31,435","14.8"
26077,"Kalamazoo","MI",2016,"Kalamazoo County, MI","217,668","14,403","6.6"
26077,"Kalamazoo","MI",2012,"Kalamazoo County, MI","214,975","25,128","11.7"
26077,"Kalamazoo","MI",2008,"Kalamazoo County, MI","208,752","22,877","11.0"
26081,"Kent","MI",2009,"Kent County, MI","532,324","73,634","13.8"
26081,"Kent","MI",2013,"Kent County, MI","539,269","66,240","12.3"
26081,"Kent","MI",2012,"Kent County, MI","534,531","67,579","12.6"
26081,"Kent","MI",2007,"Kent County, MI","540,671","65,830","12.2"
26081,"Kent","MI",2016,"Kent County, MI","551,406","38,088","6.9"
26081,"Kent","MI",2011,"Kent County, MI","531,201","68,190","12.8"
26081,"Kent","MI",2018,"Kent County, MI","556,420","37,906","6.8"
26081,"Kent","MI",2017,"Kent County, MI","554,591","35,229","6.4"
26081,"Kent","MI",2010,"Kent County, MI","527,054","73,488","13.9"
26081,"Kent","MI",2008,"Kent County, MI","532,108","64,513","12.1"
26081,"Kent","MI",2015,"Kent County, MI","548,393","40,882","7.5"
26081,"Kent","MI",2006,"Kent County, MI","539,213","65,507","12.1"
26081,"Kent","MI",2019,"Kent County, MI","556,081","41,382","7.4"
26081,"Kent","MI",2020,"Kent County, MI","554,528","39,256","7.1"
26081,"Kent","MI",2014,"Kent County, MI","544,033","58,272","10.7"
26111,"Midland","MI",2007,"Midland County, MI","70,792","7,354","10.4"
26111,"Midland","MI",2009,"Midland County, MI","69,124","7,460","10.8"
26111,"Midland","MI",2010,"Midland County, MI","69,702","7,911","11.3"
26111,"Midland","MI",2018,"Midland County, MI","67,215","3,712","5.5"
26111,"Midland","MI",2016,"Midland County, MI","68,198","3,796","5.6"
26111,"Midland","MI",2011,"Midland County, MI","70,089","7,595","10.8"
26111,"Midland","MI",2020,"Midland County, MI","66,561","3,594","5.4"
26111,"Midland","MI",2013,"Midland County, MI","69,533","7,236","10.4"
26111,"Midland","MI",2008,"Midland County, MI","69,442","6,969","10.0"
26111,"Midland","MI",2012,"Midland County, MI","69,582","7,946","11.4"
26111,"Midland","MI",2015,"Midland County, MI","68,722","4,044","5.9"
26111,"Midland","MI",2014,"Midland County, MI","68,745","5,819","8.5"
26111,"Midland","MI",2006,"Midland County, MI","71,176","8,053","11.3"
26111,"Midland","MI",2017,"Midland County, MI","67,824","3,395","5.0"
26111,"Midland","MI",2019,"Midland County, MI","66,780","4,200","6.3"
26115,"Monroe","MI",2013,"Monroe County, MI","126,664","13,325","10.5"
26115,"Monroe","MI",2018,"Monroe County, MI","122,943","5,874","4.8"
26115,"Monroe","MI",2007,"Monroe County, MI","135,193","12,596","9.3"
26115,"Monroe","MI",2008,"Monroe County, MI","131,897","13,444","10.2"
26115,"Monroe","MI",2006,"Monroe County, MI","135,278","12,168","9.0"
26115,"Monroe","MI",2009,"Monroe County, MI","130,912","15,630","11.9"
26115,"Monroe","MI",2010,"Monroe County, MI","129,973","14,322","11.0"
26115,"Monroe","MI",2015,"Monroe County, MI","124,743","7,345","5.9"
26115,"Monroe","MI",2017,"Monroe County, MI","123,111","6,147","5.0"
26115,"Monroe","MI",2016,"Monroe County, MI","123,589","6,260","5.1"
26115,"Monroe","MI",2020,"Monroe County, MI","121,332","6,302","5.2"
26115,"Monroe","MI",2011,"Monroe County, MI","129,322","13,034","10.1"
26115,"Monroe","MI",2014,"Monroe County, MI","125,598","9,760","7.8"
26115,"Monroe","MI",2019,"Monroe County, MI","122,061","6,706","5.5"
26115,"Monroe","MI",2012,"Monroe County, MI","127,818","14,052","11.0"
26121,"Muskegon","MI",2011,"Muskegon County, MI","143,015","19,418","13.6"
26121,"Muskegon","MI",2020,"Muskegon County, MI","137,267","8,085","5.9"
26121,"Muskegon","MI",2019,"Muskegon County, MI","138,662","9,617","6.9"
26121,"Muskegon","MI",2009,"Muskegon County, MI","146,763","20,271","13.8"
26121,"Muskegon","MI",2013,"Muskegon County, MI","142,274","17,422","12.2"
26121,"Muskegon","MI",2018,"Muskegon County, MI","139,166","8,355","6.0"
26121,"Muskegon","MI",2007,"Muskegon County, MI","148,112","13,368","9.0"
26121,"Muskegon","MI",2015,"Muskegon County, MI","140,420","10,030","7.1"
26121,"Muskegon","MI",2017,"Muskegon County, MI","139,471","7,681","5.5"
26121,"Muskegon","MI",2014,"Muskegon County, MI","141,049","14,362","10.2"
26121,"Muskegon","MI",2008,"Muskegon County, MI","147,918","18,003","12.2"
26121,"Muskegon","MI",2010,"Muskegon County, MI","144,305","21,459","14.9"
26121,"Muskegon","MI",2012,"Muskegon County, MI","142,053","18,814","13.2"
26121,"Muskegon","MI",2006,"Muskegon County, MI","148,253","13,130","8.9"
26121,"Muskegon","MI",2016,"Muskegon County, MI","140,014","8,475","6.1"
26125,"Oakland","MI",2015,"Oakland County, MI","1,043,380","66,479","6.4"
26125,"Oakland","MI",2018,"Oakland County, MI","1,044,425","59,203","5.7"
26125,"Oakland","MI",2016,"Oakland County, MI","1,042,363","54,115","5.2"
26125,"Oakland","MI",2010,"Oakland County, MI","1,020,978","125,062","12.2"
26125,"Oakland","MI",2019,"Oakland County, MI","1,038,334","59,635","5.7"
26125,"Oakland","MI",2011,"Oakland County, MI","1,026,032","117,057","11.4"
26125,"Oakland","MI",2013,"Oakland County, MI","1,036,061","110,487","10.7"
26125,"Oakland","MI",2014,"Oakland County, MI","1,041,724","88,242","8.5"
26125,"Oakland","MI",2006,"Oakland County, MI","1,062,781","119,566","11.3"
26125,"Oakland","MI",2017,"Oakland County, MI","1,043,410","51,354","4.9"
26125,"Oakland","MI",2007,"Oakland County, MI","1,065,451","108,687","10.2"
26125,"Oakland","MI",2020,"Oakland County, MI","1,033,943","49,719","4.8"
26125,"Oakland","MI",2009,"Oakland County, MI","1,021,512","119,581","11.7"
26125,"Oakland","MI",2012,"Oakland County, MI","1,030,357","118,132","11.5"
26125,"Oakland","MI",2008,"Oakland County, MI","1,028,779","103,655","10.1"
26139,"Ottawa","MI",2016,"Ottawa County, MI","235,928","12,039","5.1"
26139,"Ottawa","MI",2013,"Ottawa County, MI","230,094","25,188","10.9"
26139,"Ottawa","MI",2017,"Ottawa County, MI","237,588","12,248","5.2"
26139,"Ottawa","MI",2014,"Ottawa County, MI","232,437","18,624","8.0"
26139,"Ottawa","MI",2020,"Ottawa County, MI","241,641","12,519","5.2"
26139,"Ottawa","MI",2015,"Ottawa County, MI","235,456","13,605","5.8"
26139,"Ottawa","MI",2019,"Ottawa County, MI","240,393","14,136","5.9"
26139,"Ottawa","MI",2012,"Ottawa County, MI","227,580","24,509","10.8"
26139,"Ottawa","MI",2018,"Ottawa County, MI","240,268","14,598","6.1"
26139,"Ottawa","MI",2010,"Ottawa County, MI","224,462","26,637","11.9"
26139,"Ottawa","MI",2008,"Ottawa County, MI","221,789","22,251","10.0"
26139,"Ottawa","MI",2011,"Ottawa County, MI","226,010","27,159","12.0"
26139,"Ottawa","MI",2007,"Ottawa County, MI","227,299","26,506","11.7"
26139,"Ottawa","MI",2006,"Ottawa County, MI","225,461","24,878","11.0"
26139,"Ottawa","MI",2009,"Ottawa County, MI","221,647","25,087","11.3"
26145,"Saginaw","MI",2017,"Saginaw County, MI","149,964","9,118","6.1"
26145,"Saginaw","MI",2012,"Saginaw County, MI","161,032","19,771","12.3"
26145,"Saginaw","MI",2011,"Saginaw County, MI","162,923","19,493","12.0"
26145,"Saginaw","MI",2009,"Saginaw County, MI","165,522","21,332","12.9"
26145,"Saginaw","MI",2010,"Saginaw County, MI","164,229","23,415","14.3"
26145,"Saginaw","MI",2015,"Saginaw County, MI","153,192","10,617","6.9"
26145,"Saginaw","MI",2006,"Saginaw County, MI","169,893","16,756","9.9"
26145,"Saginaw","MI",2007,"Saginaw County, MI","167,901","16,509","9.8"
26145,"Saginaw","MI",2013,"Saginaw County, MI","158,693","19,083","12.0"
26145,"Saginaw","MI",2019,"Saginaw County, MI","147,164","8,608","5.8"
26145,"Saginaw","MI",2014,"Saginaw County, MI","155,916","14,692","9.4"
26145,"Saginaw","MI",2016,"Saginaw County, MI","151,283","9,104","6.0"
26145,"Saginaw","MI",2018,"Saginaw County, MI","148,370","8,793","5.9"
26145,"Saginaw","MI",2008,"Saginaw County, MI","167,124","19,467","11.6"
26145,"Saginaw","MI",2020,"Saginaw County, MI","144,382","8,970","6.2"
26147,"St. Clair","MI",2013,"St. Clair County, MI","133,802","16,424","12.3"
26147,"St. Clair","MI",2009,"St. Clair County, MI","142,827","19,210","13.4"
26147,"St. Clair","MI",2014,"St. Clair County, MI","132,515","13,223","10.0"
26147,"St. Clair","MI",2011,"St. Clair County, MI","136,466","17,543","12.9"
26147,"St. Clair","MI",2018,"St. Clair County, MI","128,553","7,645","5.9"
26147,"St. Clair","MI",2010,"St. Clair County, MI","138,005","19,766","14.3"
26147,"St. Clair","MI",2012,"St. Clair County, MI","134,516","17,860","13.3"
26147,"St. Clair","MI",2019,"St. Clair County, MI","127,447","8,002","6.3"
26147,"St. Clair","MI",2017,"St. Clair County, MI","129,453","7,669","5.9"
26147,"St. Clair","MI",2015,"St. Clair County, MI","131,564","9,052","6.9"
26147,"St. Clair","MI",2007,"St. Clair County, MI","146,672","15,808","10.8"
26147,"St. Clair","MI",2006,"St. Clair County, MI","147,727","14,463","9.8"
26147,"St. Clair","MI",2020,"St. Clair County, MI","126,566","8,497","6.7"
26147,"St. Clair","MI",2008,"St. Clair County, MI","144,737","16,569","11.4"
26147,"St. Clair","MI",2016,"St. Clair County, MI","130,484","8,588","6.6"
26161,"Washtenaw","MI",2010,"Washtenaw County, MI","291,145","32,780","11.3"
26161,"Washtenaw","MI",2015,"Washtenaw County, MI","298,027","16,409","5.5"
26161,"Washtenaw","MI",2006,"Washtenaw County, MI","303,195","51,065","16.8"
26161,"Washtenaw","MI",2011,"Washtenaw County, MI","292,940","28,581","9.8"
26161,"Washtenaw","MI",2014,"Washtenaw County, MI","297,209","22,780","7.7"
26161,"Washtenaw","MI",2012,"Washtenaw County, MI","294,164","30,527","10.4"
26161,"Washtenaw","MI",2017,"Washtenaw County, MI","298,837","13,709","4.6"
26161,"Washtenaw","MI",2008,"Washtenaw County, MI","291,693","27,244","9.3"
26161,"Washtenaw","MI",2007,"Washtenaw County, MI","299,800","43,047","14.4"
26161,"Washtenaw","MI",2009,"Washtenaw County, MI","291,880","30,085","10.3"
26161,"Washtenaw","MI",2016,"Washtenaw County, MI","298,257","14,526","4.9"
26161,"Washtenaw","MI",2020,"Washtenaw County, MI","295,255","14,944","5.1"
26161,"Washtenaw","MI",2018,"Washtenaw County, MI","299,662","16,953","5.7"
26161,"Washtenaw","MI",2013,"Washtenaw County, MI","295,269","30,606","10.4"
26161,"Washtenaw","MI",2019,"Washtenaw County, MI","296,105","15,815","5.3"
26163,"Wayne","MI",2008,"Wayne County, MI","1,702,574","258,991","15.2"
26163,"Wayne","MI",2013,"Wayne County, MI","1,523,747","240,553","15.8"
26163,"Wayne","MI",2017,"Wayne County, MI","1,463,079","99,583","6.8"
26163,"Wayne","MI",2015,"Wayne County, MI","1,491,885","125,477","8.4"
26163,"Wayne","MI",2020,"Wayne County, MI","1,408,361","92,009","6.5"
26163,"Wayne","MI",2011,"Wayne County, MI","1,560,562","259,755","16.6"
26163,"Wayne","MI",2019,"Wayne County, MI","1,444,050","110,013","7.6"
26163,"Wayne","MI",2016,"Wayne County, MI","1,473,436","103,958","7.1"
26163,"Wayne","MI",2012,"Wayne County, MI","1,544,185","250,132","16.2"
26163,"Wayne","MI",2018,"Wayne County, MI","1,457,608","101,025","6.9"
26163,"Wayne","MI",2009,"Wayne County, MI","1,678,037","285,652","17.0"
26163,"Wayne","MI",2010,"Wayne County, MI","1,577,451","275,614","17.5"
26163,"Wayne","MI",2006,"Wayne County, MI","1,750,520","231,142","13.2"
26163,"Wayne","MI",2007,"Wayne County, MI","1,716,546","226,189","13.2"
26163,"Wayne","MI",2014,"Wayne County, MI","1,506,296","183,978","12.2"
27013,"Blue Earth","MN",2017,"Blue Earth County, MN","54,834","2,487","4.5"
27013,"Blue Earth","MN",2006,"Blue Earth County, MN","50,221","6,039","12.0"
27013,"Blue Earth","MN",2015,"Blue Earth County, MN","54,125","2,407","4.4"
27013,"Blue Earth","MN",2020,"Blue Earth County, MN","54,901","3,285","6.0"
27013,"Blue Earth","MN",2009,"Blue Earth County, MN","50,533","5,488","10.9"
27013,"Blue Earth","MN",2016,"Blue Earth County, MN","54,280","2,599","4.8"
27013,"Blue Earth","MN",2018,"Blue Earth County, MN","55,225","2,461","4.5"
27013,"Blue Earth","MN",2019,"Blue Earth County, MN","55,010","3,206","5.8"
27013,"Blue Earth","MN",2008,"Blue Earth County, MN","49,944","4,605","9.2"
27013,"Blue Earth","MN",2014,"Blue Earth County, MN","53,681","3,373","6.3"
27013,"Blue Earth","MN",2007,"Blue Earth County, MN","50,764","6,593","13.0"
27013,"Blue Earth","MN",2010,"Blue Earth County, MN","52,975","5,801","11.0"
27013,"Blue Earth","MN",2012,"Blue Earth County, MN","53,514","5,074","9.5"
27013,"Blue Earth","MN",2011,"Blue Earth County, MN","53,185","5,475","10.3"
27013,"Blue Earth","MN",2013,"Blue Earth County, MN","53,678","5,059","9.4"
27053,"Hennepin","MN",2010,"Hennepin County, MN","1,009,641","114,837","11.4"
27053,"Hennepin","MN",2013,"Hennepin County, MN","1,037,839","106,196","10.2"
27053,"Hennepin","MN",2018,"Hennepin County, MN","1,069,657","59,427","5.6"
27053,"Hennepin","MN",2007,"Hennepin County, MN","1,016,056","97,228","9.6"
27053,"Hennepin","MN",2019,"Hennepin County, MN","1,069,336","62,212","5.8"
27053,"Hennepin","MN",2009,"Hennepin County, MN","1,012,582","105,036","10.4"
27053,"Hennepin","MN",2017,"Hennepin County, MN","1,068,228","57,354","5.4"
27053,"Hennepin","MN",2014,"Hennepin County, MN","1,046,132","76,678","7.3"
27053,"Hennepin","MN",2015,"Hennepin County, MN","1,052,212","60,982","5.8"
27053,"Hennepin","MN",2008,"Hennepin County, MN","1,002,047","97,872","9.8"
27053,"Hennepin","MN",2016,"Hennepin County, MN","1,056,645","52,533","5.0"
27053,"Hennepin","MN",2020,"Hennepin County, MN","1,066,070","58,644","5.5"
27053,"Hennepin","MN",2006,"Hennepin County, MN","1,009,766","107,434","10.6"
27053,"Hennepin","MN",2012,"Hennepin County, MN","1,030,313","100,074","9.7"
27053,"Hennepin","MN",2011,"Hennepin County, MN","1,019,306","111,547","10.9"
