"county_fips","county","state","year","name","population","unisured population","uninsured rate"
6077,"San Joaquin","CA",2011,"San Joaquin County, CA","614,347","118,365","19.3"
6077,"San Joaquin","CA",2014,"San Joaquin County, CA","619,960","81,653","13.2"
6077,"San Joaquin","CA",2008,"San Joaquin County, CA","595,831","106,630","17.9"
6077,"San Joaquin","CA",2017,"San Joaquin County, CA","639,038","48,411","7.6"
6077,"San Joaquin","CA",2006,"San Joaquin County, CA","596,615","102,006","17.1"
6077,"San Joaquin","CA",2010,"San Joaquin County, CA","607,676","117,928","19.4"
6077,"San Joaquin","CA",2020,"San Joaquin County, CA","657,099","50,785","7.7"
6077,"San Joaquin","CA",2007,"San Joaquin County, CA","595,163","101,894","17.1"
6077,"San Joaquin","CA",2013,"San Joaquin County, CA","614,713","117,937","19.2"
6077,"San Joaquin","CA",2012,"San Joaquin County, CA","618,042","120,724","19.5"
6077,"San Joaquin","CA",2018,"San Joaquin County, CA","642,593","50,025","7.8"
6077,"San Joaquin","CA",2019,"San Joaquin County, CA","646,650","53,036","8.2"
6077,"San Joaquin","CA",2016,"San Joaquin County, CA","630,303","45,873","7.3"
6079,"San Luis Obispo","CA",2009,"San Luis Obispo County, CA","213,754","37,001","17.3"
6079,"San Luis Obispo","CA",2017,"San Luis Obispo County, CA","215,277","15,624","7.3"
6079,"San Luis Obispo","CA",2016,"San Luis Obispo County, CA","215,800","15,158","7.0"
6079,"San Luis Obispo","CA",2012,"San Luis Obispo County, CA","214,221","36,190","16.9"
6079,"San Luis Obispo","CA",2018,"San Luis Obispo County, CA","213,132","15,680","7.4"
6079,"San Luis Obispo","CA",2011,"San Luis Obispo County, CA","213,532","39,043","18.3"
6079,"San Luis Obispo","CA",2008,"San Luis Obispo County, CA","213,089","36,409","17.1"
6079,"San Luis Obispo","CA",2007,"San Luis Obispo County, CA","213,695","43,022","20.1"
6079,"San Luis Obispo","CA",2014,"San Luis Obispo County, CA","214,892","29,235","13.6"
6079,"San Luis Obispo","CA",2013,"San Luis Obispo County, CA","214,653","34,019","15.8"
6079,"San Luis Obispo","CA",2019,"San Luis Obispo County, CA","210,496","14,763","7.0"
6079,"San Luis Obispo","CA",2006,"San Luis Obispo County, CA","211,332","46,843","22.2"
6079,"San Luis Obispo","CA",2015,"San Luis Obispo County, CA","216,250","17,356","8.0"
6079,"San Luis Obispo","CA",2020,"San Luis Obispo County, CA","208,532","14,226","6.8"
6079,"San Luis Obispo","CA",2010,"San Luis Obispo County, CA","213,091","38,754","18.2"
6083,"Santa Barbara","CA",2016,"Santa Barbara County, CA","364,255","37,611","10.3"
6083,"Santa Barbara","CA",2019,"Santa Barbara County, CA","357,638","43,058","12.0"
6083,"Santa Barbara","CA",2011,"Santa Barbara County, CA","356,044","79,118","22.2"
6083,"Santa Barbara","CA",2018,"Santa Barbara County, CA","360,298","41,434","11.5"
6083,"Santa Barbara","CA",2010,"Santa Barbara County, CA","354,623","75,530","21.3"
6083,"Santa Barbara","CA",2020,"Santa Barbara County, CA","355,923","41,787","11.7"
6083,"Santa Barbara","CA",2012,"Santa Barbara County, CA","357,632","75,357","21.1"
6083,"Santa Barbara","CA",2006,"Santa Barbara County, CA","339,991","90,320","26.6"
6083,"Santa Barbara","CA",2017,"Santa Barbara County, CA","363,856","38,236","10.5"
6083,"Santa Barbara","CA",2013,"Santa Barbara County, CA","359,219","75,886","21.1"
6083,"Santa Barbara","CA",2014,"Santa Barbara County, CA","361,807","56,050","15.5"
6083,"Santa Barbara","CA",2015,"Santa Barbara County, CA","364,022","44,488","12.2"
6083,"Santa Barbara","CA",2009,"Santa Barbara County, CA","338,928","65,520","19.3"
6083,"Santa Barbara","CA",2007,"Santa Barbara County, CA","338,252","82,623","24.4"
6083,"Santa Barbara","CA",2008,"Santa Barbara County, CA","338,316","63,830","18.9"
6085,"Santa Clara","CA",2015,"Santa Clara County, CA","1,655,158","98,375","5.9"
6085,"Santa Clara","CA",2012,"Santa Clara County, CA","1,605,451","215,463","13.4"
6085,"Santa Clara","CA",2016,"Santa Clara County, CA","1,662,748","84,393","5.1"
6085,"Santa Clara","CA",2018,"Santa Clara County, CA","1,673,288","85,429","5.1"
6085,"Santa Clara","CA",2017,"Santa Clara County, CA","1,677,426","85,574","5.1"
6085,"Santa Clara","CA",2014,"Santa Clara County, CA","1,636,665","137,886","8.4"
6085,"Santa Clara","CA",2007,"Santa Clara County, CA","1,560,514","241,748","15.5"
6085,"Santa Clara","CA",2008,"Santa Clara County, CA","1,574,596","190,669","12.1"
6085,"Santa Clara","CA",2019,"Santa Clara County, CA","1,659,184","91,263","5.5"
6085,"Santa Clara","CA",2010,"Santa Clara County, CA","1,570,149","216,019","13.8"
6085,"Santa Clara","CA",2006,"Santa Clara County, CA","1,537,645","255,173","16.6"
6085,"Santa Clara","CA",2020,"Santa Clara County, CA","1,686,840","84,138","5.0"
6085,"Santa Clara","CA",2009,"Santa Clara County, CA","1,594,014","220,218","13.8"
6085,"Santa Clara","CA",2013,"Santa Clara County, CA","1,607,995","203,001","12.6"
6085,"Santa Clara","CA",2011,"Santa Clara County, CA","1,581,960","210,490","13.3"
6087,"Santa Cruz","CA",2014,"Santa Cruz County, CA","224,834","29,000","12.9"
6087,"Santa Cruz","CA",2017,"Santa Cruz County, CA","222,179","16,345","7.4"
6087,"Santa Cruz","CA",2008,"Santa Cruz County, CA","219,242","37,142","16.9"
6087,"Santa Cruz","CA",2006,"Santa Cruz County, CA","218,763","49,218","22.5"
6087,"Santa Cruz","CA",2020,"Santa Cruz County, CA","211,832","16,865","8.0"
6087,"Santa Cruz","CA",2009,"Santa Cruz County, CA","220,261","39,653","18.0"
6087,"Santa Cruz","CA",2019,"Santa Cruz County, CA","214,999","17,026","7.9"
6087,"Santa Cruz","CA",2010,"Santa Cruz County, CA","225,178","41,184","18.3"
6087,"Santa Cruz","CA",2016,"Santa Cruz County, CA","223,248","15,954","7.1"
6087,"Santa Cruz","CA",2018,"Santa Cruz County, CA","218,493","15,912","7.3"
6087,"Santa Cruz","CA",2007,"Santa Cruz County, CA","219,806","44,523","20.3"
6087,"Santa Cruz","CA",2013,"Santa Cruz County, CA","224,322","41,753","18.6"
6087,"Santa Cruz","CA",2011,"Santa Cruz County, CA","225,006","40,797","18.1"
6087,"Santa Cruz","CA",2015,"Santa Cruz County, CA","224,685","17,542","7.8"
6087,"Santa Cruz","CA",2012,"Santa Cruz County, CA","224,148","41,226","18.4"
6089,"Shasta","CA",2012,"Shasta County, CA","145,149","27,568","19.0"
6089,"Shasta","CA",2009,"Shasta County, CA","150,964","26,814","17.8"
6089,"Shasta","CA",2006,"Shasta County, CA","151,565","23,613","15.6"
6089,"Shasta","CA",2007,"Shasta County, CA","151,518","23,745","15.7"
6089,"Shasta","CA",2019,"Shasta County, CA","139,811","11,387","8.1"
6089,"Shasta","CA",2014,"Shasta County, CA","143,772","19,409","13.5"
6089,"Shasta","CA",2015,"Shasta County, CA","142,458","12,195","8.6"
6089,"Shasta","CA",2020,"Shasta County, CA","139,363","9,688","7.0"
6089,"Shasta","CA",2011,"Shasta County, CA","146,095","26,453","18.1"
6089,"Shasta","CA",2016,"Shasta County, CA","141,289","9,511","6.7"
6089,"Shasta","CA",2010,"Shasta County, CA","146,102","25,788","17.7"
6089,"Shasta","CA",2018,"Shasta County, CA","140,479","9,816","7.0"
6089,"Shasta","CA",2008,"Shasta County, CA","151,073","27,403","18.1"
6089,"Shasta","CA",2013,"Shasta County, CA","144,238","26,012","18.0"
6089,"Shasta","CA",2017,"Shasta County, CA","141,507","10,045","7.1"
6095,"Solano","CA",2012,"Solano County, CA","358,388","54,474","15.2"
6095,"Solano","CA",2015,"Solano County, CA","364,561","21,726","6.0"
6095,"Solano","CA",2017,"Solano County, CA","368,124","20,814","5.7"
6095,"Solano","CA",2014,"Solano County, CA","362,302","37,143","10.3"
6095,"Solano","CA",2011,"Solano County, CA","356,275","50,890","14.3"
6095,"Solano","CA",2018,"Solano County, CA","367,029","21,180","5.8"
6095,"Solano","CA",2008,"Solano County, CA","350,983","47,554","13.5"
6095,"Solano","CA",2020,"Solano County, CA","365,792","22,621","6.2"
6095,"Solano","CA",2013,"Solano County, CA","358,391","52,773","14.7"
6095,"Solano","CA",2019,"Solano County, CA","365,173","21,935","6.0"
6095,"Solano","CA",2007,"Solano County, CA","350,734","54,214","15.5"
6095,"Solano","CA",2010,"Solano County, CA","356,196","51,013","14.3"
6095,"Solano","CA",2006,"Solano County, CA","351,597","61,068","17.4"
6095,"Solano","CA",2016,"Solano County, CA","366,145","22,453","6.1"
6095,"Solano","CA",2009,"Solano County, CA","350,541","50,595","14.4"
6097,"Sonoma","CA",2006,"Sonoma County, CA","399,100","81,855","20.5"
6097,"Sonoma","CA",2007,"Sonoma County, CA","402,028","71,644","17.8"
6097,"Sonoma","CA",2013,"Sonoma County, CA","408,286","70,403","17.2"
6097,"Sonoma","CA",2015,"Sonoma County, CA","407,908","35,290","8.7"
6097,"Sonoma","CA",2017,"Sonoma County, CA","403,788","30,617","7.6"
6097,"Sonoma","CA",2008,"Sonoma County, CA","400,238","64,036","16.0"
6097,"Sonoma","CA",2018,"Sonoma County, CA","395,734","32,293","8.2"
6097,"Sonoma","CA",2019,"Sonoma County, CA","386,931","30,207","7.8"
6097,"Sonoma","CA",2009,"Sonoma County, CA","402,325","64,945","16.1"
6097,"Sonoma","CA",2016,"Sonoma County, CA","405,736","30,544","7.5"
6097,"Sonoma","CA",2020,"Sonoma County, CA","383,532","27,357","7.1"
6097,"Sonoma","CA",2010,"Sonoma County, CA","410,657","72,057","17.5"
6097,"Sonoma","CA",2011,"Sonoma County, CA","410,515","73,832","18.0"
6097,"Sonoma","CA",2012,"Sonoma County, CA","409,351","73,341","17.9"
6097,"Sonoma","CA",2014,"Sonoma County, CA","409,643","52,536","12.8"
6099,"Stanislaus","CA",2018,"Stanislaus County, CA","470,832","33,609","7.1"
6099,"Stanislaus","CA",2020,"Stanislaus County, CA","469,562","34,968","7.4"
6099,"Stanislaus","CA",2019,"Stanislaus County, CA","469,210","39,386","8.4"
6099,"Stanislaus","CA",2016,"Stanislaus County, CA","466,856","31,825","6.8"
6099,"Stanislaus","CA",2014,"Stanislaus County, CA","463,331","59,158","12.8"
6099,"Stanislaus","CA",2006,"Stanislaus County, CA","457,503","80,079","17.5"
6099,"Stanislaus","CA",2010,"Stanislaus County, CA","457,541","89,607","19.6"
6099,"Stanislaus","CA",2007,"Stanislaus County, CA","454,281","78,189","17.2"
6099,"Stanislaus","CA",2013,"Stanislaus County, CA","460,168","94,862","20.6"
6099,"Stanislaus","CA",2012,"Stanislaus County, CA","459,959","90,240","19.6"
6099,"Stanislaus","CA",2009,"Stanislaus County, CA","452,568","91,531","20.2"
6099,"Stanislaus","CA",2017,"Stanislaus County, CA","471,458","32,797","7.0"
6099,"Stanislaus","CA",2011,"Stanislaus County, CA","459,758","92,626","20.1"
6099,"Stanislaus","CA",2008,"Stanislaus County, CA","453,059","87,937","19.4"
6099,"Stanislaus","CA",2015,"Stanislaus County, CA","466,316","39,586","8.5"
6101,"Sutter","CA",2006,"Sutter County, CA","80,422","16,744","20.8"
6101,"Sutter","CA",2020,"Sutter County, CA","80,853","7,312","9.0"
6101,"Sutter","CA",2008,"Sutter County, CA","80,067","17,363","21.7"
6101,"Sutter","CA",2019,"Sutter County, CA","80,852","7,213","8.9"
6101,"Sutter","CA",2017,"Sutter County, CA","81,289","6,984","8.6"
6101,"Sutter","CA",2009,"Sutter County, CA","80,049","17,244","21.5"
6101,"Sutter","CA",2007,"Sutter County, CA","79,808","16,631","20.8"
6101,"Sutter","CA",2010,"Sutter County, CA","82,431","17,798","21.6"
6101,"Sutter","CA",2015,"Sutter County, CA","81,423","8,964","11.0"
6101,"Sutter","CA",2011,"Sutter County, CA","82,292","17,673","21.5"
6101,"Sutter","CA",2018,"Sutter County, CA","81,009","7,327","9.0"
6101,"Sutter","CA",2013,"Sutter County, CA","81,604","17,075","20.9"
6101,"Sutter","CA",2014,"Sutter County, CA","81,363","11,882","14.6"
6101,"Sutter","CA",2016,"Sutter County, CA","81,293","7,650","9.4"
6101,"Sutter","CA",2012,"Sutter County, CA","82,268","16,494","20.0"
6107,"Tulare","CA",2018,"Tulare County, CA","402,128","36,079","9.0"
6107,"Tulare","CA",2016,"Tulare County, CA","401,448","39,771","9.9"
6107,"Tulare","CA",2007,"Tulare County, CA","381,078","67,704","17.8"
6107,"Tulare","CA",2012,"Tulare County, CA","404,303","92,385","22.9"
6107,"Tulare","CA",2009,"Tulare County, CA","382,607","90,443","23.6"
6107,"Tulare","CA",2006,"Tulare County, CA","381,690","69,508","18.2"
6107,"Tulare","CA",2013,"Tulare County, CA","403,946","85,662","21.2"
6107,"Tulare","CA",2010,"Tulare County, CA","398,604","92,846","23.3"
6107,"Tulare","CA",2011,"Tulare County, CA","404,143","97,694","24.2"
6107,"Tulare","CA",2017,"Tulare County, CA","402,616","35,272","8.8"
6107,"Tulare","CA",2015,"Tulare County, CA","403,945","45,247","11.2"
6107,"Tulare","CA",2014,"Tulare County, CA","404,901","67,762","16.7"
6107,"Tulare","CA",2008,"Tulare County, CA","379,395","91,298","24.1"
6107,"Tulare","CA",2020,"Tulare County, CA","402,001","38,026","9.5"
6107,"Tulare","CA",2019,"Tulare County, CA","400,228","38,062","9.5"
6111,"Ventura","CA",2012,"Ventura County, CA","720,323","130,131","18.1"
6111,"Ventura","CA",2014,"Ventura County, CA","721,459","94,627","13.1"
6111,"Ventura","CA",2007,"Ventura County, CA","703,542","107,692","15.3"
6111,"Ventura","CA",2011,"Ventura County, CA","720,376","133,453","18.5"
6111,"Ventura","CA",2008,"Ventura County, CA","700,141","123,574","17.6"
6111,"Ventura","CA",2017,"Ventura County, CA","719,134","66,579","9.3"
6111,"Ventura","CA",2019,"Ventura County, CA","702,465","72,745","10.4"
6111,"Ventura","CA",2006,"Ventura County, CA","700,413","117,437","16.8"
6111,"Ventura","CA",2013,"Ventura County, CA","717,913","129,927","18.1"
6111,"Ventura","CA",2010,"Ventura County, CA","718,645","130,774","18.2"
6111,"Ventura","CA",2020,"Ventura County, CA","698,290","56,988","8.2"
6111,"Ventura","CA",2015,"Ventura County, CA","721,605","71,633","9.9"
6111,"Ventura","CA",2018,"Ventura County, CA","711,308","66,654","9.4"
6111,"Ventura","CA",2009,"Ventura County, CA","700,952","127,765","18.2"
6111,"Ventura","CA",2016,"Ventura County, CA","718,557","69,811","9.7"
6113,"Yolo","CA",2007,"Yolo County, CA","171,831","34,789","20.2"
6113,"Yolo","CA",2020,"Yolo County, CA","183,361","10,869","5.9"
6113,"Yolo","CA",2012,"Yolo County, CA","176,525","28,357","16.1"
6113,"Yolo","CA",2006,"Yolo County, CA","170,185","37,371","22.0"
6113,"Yolo","CA",2016,"Yolo County, CA","181,338","12,177","6.7"
6113,"Yolo","CA",2013,"Yolo County, CA","175,764","29,830","17.0"
6113,"Yolo","CA",2019,"Yolo County, CA","182,209","12,146","6.7"
6113,"Yolo","CA",2008,"Yolo County, CA","172,243","25,130","14.6"
6113,"Yolo","CA",2010,"Yolo County, CA","175,369","28,425","16.2"
6113,"Yolo","CA",2015,"Yolo County, CA","180,719","13,510","7.5"
6113,"Yolo","CA",2017,"Yolo County, CA","183,691","10,982","6.0"
6113,"Yolo","CA",2014,"Yolo County, CA","178,406","20,179","11.3"
6113,"Yolo","CA",2011,"Yolo County, CA","175,590","29,150","16.6"
6113,"Yolo","CA",2018,"Yolo County, CA","183,571","12,494","6.8"
6113,"Yolo","CA",2009,"Yolo County, CA","173,341","27,716","16.0"
8013,"Boulder","CO",2009,"Boulder County, CO","266,946","37,413","14.0"
8013,"Boulder","CO",2020,"Boulder County, CO","270,105","19,086","7.1"
8013,"Boulder","CO",2007,"Boulder County, CO","261,785","54,311","20.7"
8013,"Boulder","CO",2016,"Boulder County, CO","270,969","19,445","7.2"
8013,"Boulder","CO",2010,"Boulder County, CO","257,431","37,869","14.7"
8013,"Boulder","CO",2011,"Boulder County, CO","259,944","38,549","14.8"
8013,"Boulder","CO",2008,"Boulder County, CO","259,464","38,657","14.9"
8013,"Boulder","CO",2014,"Boulder County, CO","265,967","26,315","9.9"
8013,"Boulder","CO",2018,"Boulder County, CO","271,100","20,047","7.4"
8013,"Boulder","CO",2019,"Boulder County, CO","270,464","20,712","7.7"
8013,"Boulder","CO",2006,"Boulder County, CO","258,136","56,529","21.9"
8013,"Boulder","CO",2017,"Boulder County, CO","270,058","18,291","6.8"
8013,"Boulder","CO",2015,"Boulder County, CO","270,301","19,657","7.3"
8013,"Boulder","CO",2013,"Boulder County, CO","264,666","36,947","14.0"
8013,"Boulder","CO",2012,"Boulder County, CO","262,224","35,664","13.6"
8031,"Denver","CO",2013,"Denver County, CO","567,659","103,379","18.2"
8031,"Denver","CO",2012,"Denver County, CO","555,777","105,889","19.1"
8031,"Denver","CO",2017,"Denver County, CO","608,593","65,375","10.7"
8031,"Denver","CO",2015,"Denver County, CO","593,916","72,028","12.1"
8031,"Denver","CO",2018,"Denver County, CO","618,121","63,647","10.3"
8031,"Denver","CO",2016,"Denver County, CO","601,484","61,876","10.3"
8031,"Denver","CO",2010,"Denver County, CO","530,327","109,574","20.7"
8031,"Denver","CO",2014,"Denver County, CO","578,994","80,847","14.0"
8031,"Denver","CO",2008,"Denver County, CO","529,233","117,580","22.2"
8031,"Denver","CO",2019,"Denver County, CO","626,639","63,469","10.1"
8031,"Denver","CO",2007,"Denver County, CO","532,673","106,270","20.0"
8031,"Denver","CO",2009,"Denver County, CO","540,124","116,960","21.7"
8031,"Denver","CO",2020,"Denver County, CO","633,350","76,078","12.0"
8031,"Denver","CO",2006,"Denver County, CO","527,234","117,693","22.3"
8031,"Denver","CO",2011,"Denver County, CO","545,328","106,665","19.6"
8041,"El Paso","CO",2013,"El Paso County, CO","564,731","75,454","13.4"
8041,"El Paso","CO",2008,"El Paso County, CO","524,725","86,735","16.5"
8041,"El Paso","CO",2019,"El Paso County, CO","605,305","54,443","9.0"
8041,"El Paso","CO",2014,"El Paso County, CO","569,571","58,348","10.2"
8041,"El Paso","CO",2007,"El Paso County, CO","528,780","91,939","17.4"
8041,"El Paso","CO",2020,"El Paso County, CO","610,130","52,936","8.7"
8041,"El Paso","CO",2011,"El Paso County, CO","554,025","85,534","15.4"
8041,"El Paso","CO",2006,"El Paso County, CO","522,566","98,430","18.8"
8041,"El Paso","CO",2009,"El Paso County, CO","530,673","81,044","15.3"
8041,"El Paso","CO",2010,"El Paso County, CO","546,315","88,912","16.3"
8041,"El Paso","CO",2015,"El Paso County, CO","577,361","46,640","8.1"
8041,"El Paso","CO",2012,"El Paso County, CO","558,952","85,314","15.3"
8041,"El Paso","CO",2017,"El Paso County, CO","594,186","45,223","7.6"
8041,"El Paso","CO",2018,"El Paso County, CO","602,826","51,650","8.6"
8041,"El Paso","CO",2016,"El Paso County, CO","587,087","41,408","7.1"
8069,"Larimer","CO",2008,"Larimer County, CO","255,078","37,300","14.6"
8069,"Larimer","CO",2019,"Larimer County, CO","292,331","22,447","7.7"
8069,"Larimer","CO",2018,"Larimer County, CO","288,954","20,480","7.1"
8069,"Larimer","CO",2017,"Larimer County, CO","285,328","21,174","7.4"
8069,"Larimer","CO",2016,"Larimer County, CO","283,234","20,618","7.3"
8069,"Larimer","CO",2012,"Larimer County, CO","263,780","38,973","14.8"
8069,"Larimer","CO",2013,"Larimer County, CO","266,908","37,718","14.1"
8069,"Larimer","CO",2010,"Larimer County, CO","257,721","40,267","15.6"
8069,"Larimer","CO",2015,"Larimer County, CO","279,556","19,543","7.0"
8069,"Larimer","CO",2020,"Larimer County, CO","293,484","22,967","7.8"
8069,"Larimer","CO",2006,"Larimer County, CO","252,423","47,295","18.7"
8069,"Larimer","CO",2014,"Larimer County, CO","272,061","27,958","10.3"
8069,"Larimer","CO",2007,"Larimer County, CO","257,773","43,632","16.9"
8069,"Larimer","CO",2009,"Larimer County, CO","258,895","40,238","15.5"
8069,"Larimer","CO",2011,"Larimer County, CO","261,035","39,260","15.0"
8077,"Mesa","CO",2016,"Mesa County, CO","119,464","11,151","9.3"
8077,"Mesa","CO",2017,"Mesa County, CO","119,437","11,396","9.5"
8077,"Mesa","CO",2010,"Mesa County, CO","121,808","24,352","20.0"
8077,"Mesa","CO",2020,"Mesa County, CO","119,793","14,551","12.1"
8077,"Mesa","CO",2012,"Mesa County, CO","121,497","20,702","17.0"
8077,"Mesa","CO",2015,"Mesa County, CO","119,356","12,847","10.8"
8077,"Mesa","CO",2008,"Mesa County, CO","119,828","24,054","20.1"
8077,"Mesa","CO",2007,"Mesa County, CO","120,667","22,437","18.6"
8077,"Mesa","CO",2011,"Mesa County, CO","122,346","22,099","18.1"
8077,"Mesa","CO",2006,"Mesa County, CO","118,286","22,097","18.7"
8077,"Mesa","CO",2014,"Mesa County, CO","119,817","15,547","13.0"
8077,"Mesa","CO",2009,"Mesa County, CO","123,513","22,365","18.1"
8077,"Mesa","CO",2018,"Mesa County, CO","119,718","12,168","10.2"
8077,"Mesa","CO",2013,"Mesa County, CO","120,530","21,183","17.6"
8077,"Mesa","CO",2019,"Mesa County, CO","119,639","13,094","10.9"
8101,"Pueblo","CO",2015,"Pueblo County, CO","130,751","11,907","9.1"
8101,"Pueblo","CO",2013,"Pueblo County, CO","131,279","20,219","15.4"
8101,"Pueblo","CO",2008,"Pueblo County, CO","130,862","24,645","18.8"
8101,"Pueblo","CO",2007,"Pueblo County, CO","131,895","18,486","14.0"
8101,"Pueblo","CO",2017,"Pueblo County, CO","131,511","11,088","8.4"
8101,"Pueblo","CO",2019,"Pueblo County, CO","131,147","12,543","9.6"
8101,"Pueblo","CO",2006,"Pueblo County, CO","133,072","21,034","15.8"
8101,"Pueblo","CO",2014,"Pueblo County, CO","130,348","15,017","11.5"
8101,"Pueblo","CO",2012,"Pueblo County, CO","131,793","21,108","16.0"
8101,"Pueblo","CO",2010,"Pueblo County, CO","131,862","22,972","17.4"
8101,"Pueblo","CO",2020,"Pueblo County, CO","132,343","12,397","9.4"
8101,"Pueblo","CO",2011,"Pueblo County, CO","132,683","20,342","15.3"
8101,"Pueblo","CO",2009,"Pueblo County, CO","131,418","23,427","17.8"
8101,"Pueblo","CO",2018,"Pueblo County, CO","131,489","11,735","8.9"
8101,"Pueblo","CO",2016,"Pueblo County, CO","131,477","10,306","7.8"
8123,"Weld","CO",2018,"Weld County, CO","270,731","25,472","9.4"
8123,"Weld","CO",2007,"Weld County, CO","226,986","44,606","19.7"
8123,"Weld","CO",2013,"Weld County, CO","235,000","40,214","17.1"
8123,"Weld","CO",2006,"Weld County, CO","221,681","47,779","21.6"
8123,"Weld","CO",2014,"Weld County, CO","240,893","29,259","12.1"
8123,"Weld","CO",2009,"Weld County, CO","228,667","43,458","19.0"
8123,"Weld","CO",2020,"Weld County, CO","285,070","33,567","11.8"
8123,"Weld","CO",2015,"Weld County, CO","247,627","20,906","8.4"
8123,"Weld","CO",2019,"Weld County, CO","277,757","30,273","10.9"
8123,"Weld","CO",2011,"Weld County, CO","227,093","40,364","17.8"
8123,"Weld","CO",2012,"Weld County, CO","230,235","44,041","19.1"
8123,"Weld","CO",2010,"Weld County, CO","223,876","42,498","19.0"
8123,"Weld","CO",2017,"Weld County, CO","263,092","24,729","9.4"
8123,"Weld","CO",2016,"Weld County, CO","255,046","22,269","8.7"
8123,"Weld","CO",2008,"Weld County, CO","225,272","48,062","21.3"
9001,"Fairfield","CT",2013,"Fairfield County, CT","790,742","104,766","13.2"
9001,"Fairfield","CT",2020,"Fairfield County, CT","772,490","50,469","6.5"
9001,"Fairfield","CT",2019,"Fairfield County, CT","777,139","72,442","9.3"
9001,"Fairfield","CT",2014,"Fairfield County, CT","796,211","83,782","10.5"
9001,"Fairfield","CT",2016,"Fairfield County, CT","792,308","62,457","7.9"
9001,"Fairfield","CT",2012,"Fairfield County, CT","787,981","95,351","12.1"
9001,"Fairfield","CT",2008,"Fairfield County, CT","765,670","86,440","11.3"
9001,"Fairfield","CT",2010,"Fairfield County, CT","780,851","93,423","12.0"
9001,"Fairfield","CT",2018,"Fairfield County, CT","782,055","64,637","8.3"
9001,"Fairfield","CT",2007,"Fairfield County, CT","778,632","84,242","10.8"
9001,"Fairfield","CT",2009,"Fairfield County, CT","769,453","88,588","11.5"
9001,"Fairfield","CT",2006,"Fairfield County, CT","772,527","92,458","12.0"
9001,"Fairfield","CT",2011,"Fairfield County, CT","784,151","91,817","11.7"
9001,"Fairfield","CT",2015,"Fairfield County, CT","796,989","73,657","9.2"
9001,"Fairfield","CT",2017,"Fairfield County, CT","790,664","70,340","8.9"
9003,"Hartford","CT",2006,"Hartford County, CT","749,109","89,888","12.0"
9003,"Hartford","CT",2008,"Hartford County, CT","734,075","70,147","9.6"
9003,"Hartford","CT",2013,"Hartford County, CT","741,495","76,116","10.3"
9003,"Hartford","CT",2007,"Hartford County, CT","752,610","81,367","10.8"
9003,"Hartford","CT",2016,"Hartford County, CT","729,170","36,306","5.0"
9003,"Hartford","CT",2009,"Hartford County, CT","735,362","72,334","9.8"
9003,"Hartford","CT",2018,"Hartford County, CT","721,996","38,021","5.3"
9003,"Hartford","CT",2017,"Hartford County, CT","726,967","39,536","5.4"
9003,"Hartford","CT",2011,"Hartford County, CT","744,387","74,417","10.0"
9003,"Hartford","CT",2012,"Hartford County, CT","743,666","73,501","9.9"
9003,"Hartford","CT",2020,"Hartford County, CT","712,393","34,029","4.8"
9003,"Hartford","CT",2014,"Hartford County, CT","738,770","50,548","6.8"
9003,"Hartford","CT",2019,"Hartford County, CT","718,907","43,194","6.0"
9003,"Hartford","CT",2010,"Hartford County, CT","745,355","74,640","10.0"
9003,"Hartford","CT",2015,"Hartford County, CT","735,212","42,454","5.8"
9009,"New Haven","CT",2019,"New Haven County, CT","679,765","47,465","7.0"
9009,"New Haven","CT",2018,"New Haven County, CT","685,898","42,239","6.2"
9009,"New Haven","CT",2006,"New Haven County, CT","724,014","85,580","11.8"
9009,"New Haven","CT",2009,"New Haven County, CT","708,240","72,815","10.3"
9009,"New Haven","CT",2008,"New Haven County, CT","708,755","73,017","10.3"
9009,"New Haven","CT",2017,"New Haven County, CT","692,420","39,398","5.7"
9009,"New Haven","CT",2014,"New Haven County, CT","705,387","56,146","8.0"
9009,"New Haven","CT",2020,"New Haven County, CT","672,053","37,717","5.6"
9009,"New Haven","CT",2011,"New Haven County, CT","715,091","70,740","9.9"
9009,"New Haven","CT",2007,"New Haven County, CT","726,775","81,706","11.2"
9009,"New Haven","CT",2015,"New Haven County, CT","700,416","49,152","7.0"
9009,"New Haven","CT",2013,"New Haven County, CT","709,070","75,761","10.7"
9009,"New Haven","CT",2016,"New Haven County, CT","695,093","38,926","5.6"
9009,"New Haven","CT",2010,"New Haven County, CT","717,892","75,254","10.5"
9009,"New Haven","CT",2012,"New Haven County, CT","712,965","79,573","11.2"
9011,"New London","CT",2014,"New London County, CT","219,059","15,152","6.9"
9011,"New London","CT",2011,"New London County, CT","222,898","20,112","9.0"
9011,"New London","CT",2013,"New London County, CT","221,178","20,243","9.2"
9011,"New London","CT",2015,"New London County, CT","217,050","11,860","5.5"
9011,"New London","CT",2017,"New London County, CT","212,556","10,642","5.0"
9011,"New London","CT",2020,"New London County, CT","205,429","11,053","5.4"
9011,"New London","CT",2012,"New London County, CT","222,632","21,245","9.5"
9011,"New London","CT",2019,"New London County, CT","206,456","12,556","6.1"
9011,"New London","CT",2018,"New London County, CT","209,293","11,479","5.5"
9011,"New London","CT",2009,"New London County, CT","220,165","20,106","9.1"
9011,"New London","CT",2008,"New London County, CT","220,070","20,858","9.5"
9011,"New London","CT",2016,"New London County, CT","214,652","9,730","4.5"
