"county","yyyymm","su_daytime","su_nighttime","win_daytime","win_nighttime"
"12071","2006","1.5031775","0.2020592","1.2537826","0.2622341"
"12071","2007","1.585804","0.2580234","1.0494719","0.3772067"
"12071","2008","1.933243","0.092544","1.2236787","0.211011"
"12071","2009","1.5716151","0.1855479","1.1474334","0.2404159"
"12071","2010","1.6068125","0.1436086","1.0448819","0.1635194"
"12071","2011","1.7562475","0.2343335","1.1214388","0.2654557"
"12071","2012","1.6157645","0.1217472","1.0049625","0.2022302"
"12071","2013","1.8512193","0.0172665","1.0311248","0.0988749"
"12071","2014","1.7337512","0.2226775","1.0187263","0.202719"
"12071","2015","1.526561","0.176248","1.2398928","0.1199758"
"12071","2016","1.7866212","0.1073013","1.1613386","0.0090103"
"12071","2017","1.8962124","-0.0801128","1.0645315","0.2393942"
"12071","2018","1.8137235","-0.0496383","1.1858884","0.0519727"
"19113","2003","2.1496451","0.7166458","0.4842737","0.5574849"
"19113","2004","2.3281931","0.7040472","0.646963","0.6399016"
"19113","2005","2.1253165","0.7525013","0.9829816","0.3581913"
"19113","2006","2.1336115","0.7249439","0.6951328","0.4635209"
"19113","2007","2.1532122","0.7407814","1.0089908","0.6140302"
"19113","2008","2.1234418","0.5990376","0.5338031","0.7442277"
"19113","2009","2.1723829","0.6786555","0.7920309","0.5996267"
"19113","2010","2.1462417","0.6764892","0.0252925","0.8695622"
"19113","2011","2.3476124","0.6929514","0.8344401","0.6981231"
"19113","2012","1.9515909","0.8999034","0.6762382","0.298207"
"19113","2013","2.186134","0.6275423","0.637943","0.6895958"
"19113","2014","2.172235","0.6031014","0.3321808","0.6268116"
"19113","2015","2.1549901","0.7402058","0.7600964","0.4131646"
"19113","2016","2.432081","0.7055073","0.7088713","0.3689222"
"19113","2017","2.217867","0.6961597","0.7927359","0.3201398"
"19113","2018","2.4624485","0.6298485","0.2229944","0.8973367"
"41017","2003","0.433927","1.0586162","0.8416627","-0.0237242"
"41017","2004","0.759657","1.0033267","0.9808477","0.3883342"
"41017","2005","0.9526529","0.9597705","0.6285087","0.1012983"
"41017","2006","0.8461314","1.1102915","0.6314863","0.3133834"
"41017","2007","0.4780364","1.2884663","0.6924157","0.117205"
"41017","2008","0.6579482","1.04557","0.9503254","0.2408699"
"41017","2009","0.5546956","1.1445774","0.6996757","0.4139321"
"41017","2010","0.7528535","1.0750271","0.5114152","0.317159"
"41017","2011","0.6724837","1.0674841","0.5322214","0.5760045"
"41017","2012","0.8859061","1.030997","0.721281","0.2495118"
"41017","2013","0.4810915","1.0691759","1.1489655","0.4005528"
"41017","2014","0.4874403","1.0053105","0.7982719","0.4160672"
"41017","2015","0.6020967","1.1000481","0.8938389","0.3370095"
"41017","2016","0.6502997","1.1081801","0.4257321","0.0287165"
"41017","2017","0.6164755","1.1624613","0.8438413","0.6843042"
"41017","2018","0.491955","1.0562556","0.6629159","0.3025645"
"42003","2003","1.8840363","0.7864874","0.4909953","0.3755989"
"42003","2004","2.073774","0.7727236","0.4361742","0.4258616"
"42003","2005","1.8718366","0.7866623","0.7365078","0.3192633"
"42003","2006","1.9738459","0.737982","0.5191697","0.3427781"
"42003","2007","1.9640288","0.8211296","0.4893367","0.3579774"
"42003","2008","1.7622591","0.8156243","0.8666571","0.5924827"
"42003","2009","1.9754143","0.771876","0.6260266","0.5955407"
"42003","2010","1.8426739","0.8286597","0.4814657","0.6264931"
"42003","2011","1.7813283","0.7748819","0.4956273","0.4054164"
"42003","2012","1.7196272","0.8456493","0.6132748","0.2739897"
"42003","2013","1.8791604","0.6874344","0.5963886","0.1754212"
"42003","2014","1.7079058","0.709148","0.7044766","0.6402541"
"42003","2015","1.7328992","0.7519339","0.7161771","0.5696986"
"42003","2016","1.6117192","0.8449577","0.1425389","0.084258"
"42003","2017","1.7367594","0.6381721","0.3784134","0.2129034"
"42003","2018","1.7270802","0.606017","0.1161051","0.4020458"
"42027","2003","1.4620604","0.5407526","-0.2012668","0.3544112"
"42027","2004","1.5802535","0.396333","0.4899727","0.4015766"
"42027","2005","1.0281994","0.4189108","0.5574951","0.1272967"
"42027","2006","1.3068465","0.4732857","0.0674765","0.2933432"
"42027","2007","1.1597354","0.55766","0.104109","0.0911634"
"42027","2008","1.3963055","0.4793149","-0.2118463","0.0592064"
"42027","2009","1.4275674","0.3883872","0.245612","0.61398"
"42027","2010","1.1056616","0.4854616","0.0864819","-0.7305199"
"42027","2011","1.3159372","0.5517769","-0.2365023","0.1953029"
"42027","2012","1.3335265","0.5358411","0.3744376","0.6018945"
"42027","2013","1.6410383","0.4193965","0.3472425","0.107538"
"42027","2014","1.5316614","0.3046631","0.8138534","0.1709522"
"42027","2015","1.3307448","0.4423753","0.414829","0.30723"
"42027","2016","1.2791135","0.6274421","0.9875106","0.3003836"
"42027","2017","1.6093307","0.704281","0.0911594","0.3463231"
"42027","2018","1.5384918","0.4652667","0.0342174","0.126996"
"42071","2003","1.3255498","0.5628621","0.6308742","0.2242012"
"42071","2004","1.3166652","0.5590861","0.5192793","0.2751621"
"42071","2005","1.3708946","0.5809537","0.6769809","0.3280562"
"42071","2006","1.5361658","0.7620793","0.6848623","0.3468823"
"42071","2007","1.4203513","0.5773219","0.4516624","0.4470732"
"42071","2008","1.4467439","0.6727046","0.6202653","0.2379331"
"42071","2009","1.4019832","0.421945","0.675668","0.2374896"
"42071","2010","1.443551","0.6976034","0.5089401","0.3585422"
"42071","2011","1.4380942","0.6153319","0.6955052","0.4385585"
"42071","2012","1.3705828","0.8858163","0.5102554","0.324345"
"42071","2013","1.4260041","0.5430721","0.4725295","0.2244981"
"42071","2014","1.3096407","0.686734","0.8412225","0.5818251"
"42071","2015","1.3516571","0.6391758","0.7191941","0.2475927"
"42071","2016","1.2527402","0.6207119","0.3810206","0.3095354"
"42071","2017","1.2749679","0.5476902","0.4899465","0.2588859"
"42071","2018","1.382282","0.5853066","0.5864858","0.0765542"
"42089","2003","1.3991696","0.3137244","0.2052191","0.0607558"
"42089","2004","1.2718803","0.4115229","0.4806095","0.2313414"
"42089","2005","1.1716116","0.2260619","0.290661","-0.0270997"
"42089","2006","1.5862043","0.308642","0.1304944","0.0008395"
"42089","2007","1.4346996","0.4141264","0.4227754","0.0103429"
"42089","2008","1.6628607","0.3831852","0.4797107","0.2561444"
"42089","2009","1.5783331","0.3078161","0.4799883","0.4055339"
"42089","2010","1.6726332","0.2668732","0.5224875","0.0054126"
"42089","2011","1.5934185","0.2062514","0.2718745","0.0141541"
"42089","2012","1.6971267","0.4211335","0.5330275","0.0138596"
"42089","2013","1.7639828","0.2611796","0.5229271","-0.2021861"
"42089","2014","1.523663","0.1004953","0.2146725","0.4726402"
"42089","2015","1.5117874","0.2228671","0.3394739","0.2595874"
"42089","2016","1.4160532","0.340713","0.2445422","0.0591091"
"42089","2017","1.6717515","0.3494563","0.3978509","-0.0319436"
"42089","2018","1.6095458","0.2529147","0.3731519","0.3031126"
"53077","2003","1.6629368","1.1005206","0.5104165","0.0738303"
"53077","2004","1.3543847","1.1074493","0.9016795","0.4512596"
"53077","2005","1.0379677","0.9040148","0.8004899","0.4996151"
"53077","2006","1.7524195","0.8718573","0.6843781","0.0363136"
"53077","2007","1.433665","0.8958813","0.6777309","0.274258"
"53077","2008","1.5100954","0.7655298","1.1337444","0.1711278"
"53077","2009","1.3614989","1.2788411","0.6278368","0.418105"
"53077","2010","1.7465854","0.7562152","0.1376587","0.252941"
"53077","2011","1.8027784","0.9755004","1.1479814","0.2850566"
"53077","2012","1.5879204","0.9972999","0.7443577","0.4135081"
"53077","2013","1.8029469","1.1306964","1.069905","-0.006781"
"53077","2014","1.4783318","0.9734187","0.7369405","0.1310012"
"53077","2015","1.7398156","1.1990559","0.9621142","0.1099887"
"53077","2016","1.8192749","1.0595727","1.0643551","0.5147723"
"53077","2017","2.0530582","1.0077294","0.932453","0.7415696"
"53077","2018","1.6538582","1.0630619","0.5788896","0.2300209"
"06039","2003","1.6765876","0.9685141","0.7991109","0.4257636"
"06039","2004","1.5969536","1.0112821","1.2890439","0.598588"
"06039","2005","1.7532877","1.1239931","1.3963956","0.407794"
"06039","2006","1.9067027","1.1159958","1.2800429","0.7286191"
"06039","2007","1.8711729","1.155896","1.1707631","0.918382"
"06039","2008","1.8946477","1.2709006","1.5082029","0.6362635"
"06039","2009","1.7099357","1.1220427","1.2477562","0.7062665"
"06039","2010","1.8035944","1.2157595","1.3998341","0.6860907"
"06039","2011","1.8173485","1.1364124","1.272554","0.3656684"
"06039","2012","1.9664723","1.1670879","0.8377326","0.9743662"
"06039","2013","2.2945177","1.1618866","1.3037938","0.6043544"
"06039","2014","2.2447232","1.1973374","1.14395","0.8758273"
"06039","2015","2.5790704","1.1440436","1.0451241","0.7057519"
"06039","2016","2.7160849","1.2100018","1.3019788","0.6133975"
"06039","2017","2.4240753","1.247773","1.4621183","0.5896781"
"06039","2018","2.7039037","1.2244229","1.1606673","0.7434996"
"12069","2003","0.909352","0.0853716","0.169622","0.1505856"
"12069","2004","0.6711411","0.0245942","0.202719","0.1310992"
"12069","2005","0.8175429","0.1006843","0.1845277","0.0842334"
"12069","2006","0.8473786","0.0769277","0.2863739","0.0992103"
"12069","2007","1.0851621","0.0557538","0.3189784","0.0836658"
"12069","2008","0.8642001","0.0844084","0.2859792","0.1152143"
"12069","2009","0.8857024","-0.0088775","0.3764108","0.1165355"
"12069","2010","0.9666427","0.0333392","0.2544811","-0.0724914"
"12069","2011","0.9145038","0.0028425","0.3097383","-0.0056612"
"12069","2012","0.8421225","-0.0013468","0.3272273","0.0372438"
"12069","2013","0.8765699","0.0003599","0.5107746","-0.030283"
"12069","2014","0.9112015","-0.0415622","0.4667951","0.0397794"
"12069","2015","0.9678363","-0.0507195","0.39426","-0.1537508"
"12069","2016","1.031146","0.0367623","0.3955554","-0.0477517"
"12069","2017","0.9046411","-0.0612029","0.4707182","0.0011093"
"12069","2018","0.9347697","-0.0871482","0.4042691","-0.0096869"
"16069","2003","-1.5643488","0.3929565","-0.3743515","0.0814404"
"16069","2004","-1.2143644","0.429134","-0.4650499","0.1334474"
"16069","2005","-1.4676875","0.3655089","-0.4421456","0.1020837"
"16069","2006","-1.1735872","0.3648718","-0.3871491","-0.0027696"
"16069","2007","-1.6149531","0.3564474","-0.2302905","-0.0167007"
"16069","2008","-1.8513795","0.2941017","-0.1420951","0.0505509"
"16069","2009","-1.376424","0.3832849","-0.2133629","0.2944601"
"16069","2010","-1.0725958","0.4090728","-0.3705026","0.029792"
"16069","2011","-0.691159","0.3734124","-0.2340807","0.3803108"
"16069","2012","-1.0058939","0.4713551","-0.3151087","-0.0154445"
"16069","2013","-1.3085283","0.4628722","-0.4373593","0.0611559"
"16069","2014","-1.202055","0.4888592","-0.3674635","0.0217417"
"16069","2015","-1.0924729","0.3799613","-0.328906","0.1367188"
"16069","2016","-0.6421196","0.4799847","0.0444192","-0.1365846"
"16069","2017","-0.829623","0.4509096","0.6127988","0.1769436"
"16069","2018","-0.7658813","0.4657689","-0.0611226","-0.1797484"
"22017","2003","2.4933746","0.9694224","1.0640337","0.7070285"
"22017","2004","2.9250734","0.9638695","0.9765183","0.6176543"
"22017","2005","2.1441777","1.1767711","1.2607348","0.616321"
"22017","2006","2.435857","1.1005559","1.015156","0.8965414"
"22017","2007","3.0747201","1.029534","1.2414471","0.8248319"
"22017","2008","2.7307987","1.1083583","1.158986","0.7026554"
"22017","2009","2.7613946","1.2029296","1.1687223","0.8219839"
"22017","2010","2.5799632","0.9683613","1.4116255","0.4827966"
"22017","2011","1.7656717","0.9008304","1.1730133","0.7312634"
"22017","2012","2.2556907","1.0099838","1.0189845","0.6699703"
"22017","2013","2.5178937","1.1968754","1.1646169","0.6636821"
"22017","2014","2.6507265","0.9869615","1.0686197","0.7251812"
"22017","2015","2.6440946","0.9723608","1.2502427","0.7717842"
"22017","2016","2.8415688","0.8951595","1.1875587","0.7796313"
"22017","2017","2.8128099","0.8375641","1.3418948","0.5540939"
"22017","2018","2.5639343","0.9498588","0.9641711","0.6877594"
"29019","2003","1.1322086","0.794819","0.4333333","0.3688036"
"29019","2004","1.3456651","0.6034412","0.4797475","0.2566009"
"29019","2005","1.0251437","0.6664798","0.5599259","0.1648115"
"29019","2006","1.1523104","0.6519853","0.4730058","0.3437126"
"29019","2007","1.2109094","0.6451835","0.6982649","0.260695"
"29019","2008","1.3034731","0.638843","0.4383414","0.3311969"
"29019","2009","1.3030195","0.6642411","0.3723083","0.1387984"
"29019","2010","1.2568016","0.4881908","0.6395032","0.0290471"
"29019","2011","1.0791009","0.5279018","0.9609403","0.3524815"
"29019","2012","0.8765404","0.6442956","0.3291206","0.273763"
"29019","2013","1.2790637","0.7311724","0.3833118","0.2420245"
"29019","2014","1.4163489","0.5327883","0.6853646","0.1779095"
"29019","2015","1.3134782","0.4931427","0.48707","0.2087978"
"29019","2016","1.557341","0.5707073","0.522524","0.2151656"
"29019","2017","1.2556553","0.578122","0.5294696","0.2870613"
"29019","2018","1.242493","0.5373987","0.4255032","0.5359974"
"39061","2003","2.0210308","0.7307346","0.7253348","0.2489233"
"39061","2004","2.133389","0.8340656","0.7085363","-0.0073964"
"39061","2005","1.8705388","0.7922961","1.000717","-0.0686247"
"39061","2006","1.9317281","0.7802505","0.5888494","0.289451"
"39061","2007","1.4537795","0.8788634","0.8610006","0.2716892"
"39061","2008","2.0013567","0.8981356","0.7439078","0.1052826"
"39061","2009","2.052469","0.690866","0.650878","0.1058257"
"39061","2010","1.9159243","0.7698722","0.8242097","0.4575854"
"39061","2011","2.0141845","0.6675663","0.3644235","0.2947623"
"39061","2012","1.7482945","0.978352","0.7268956","0.1361422"
"39061","2013","2.023013","0.658303","0.7038654","0.2833032"
"39061","2014","2.054852","0.7362447","0.9874767","0.1287817"
"39061","2015","2.0843838","0.5766588","0.9108831","0.2399967"
"39061","2016","1.8908757","0.7796874","0.7919035","0.218509"
"39061","2017","1.9750459","0.7295581","0.6452307","0.398725"
"39061","2018","1.9188084","0.6324125","0.5396451","0.1334466"
"39095","2003","1.8671988","0.6117795","0.1110504","0.6646897"
"39095","2004","1.6615266","0.643259","1.4370416","0.2359156"
"39095","2005","1.7323944","0.7538248","0.864664","0.2781538"
"39095","2006","1.957958","0.7074462","0.7484689","0.1895277"
"39095","2007","1.8564389","0.9786879","0.7734311","-0.2817421"
"39095","2008","1.7437675","0.8735023","0.6545498","0.2106037"
"39095","2009","1.6587107","0.9586947","0.6076151","0.2852651"
"39095","2010","1.789365","0.755293","0.3960889","0.4361783"
"39095","2011","1.5625915","0.7973647","0.925732","0.5665223"
"39095","2012","1.8723748","0.7722764","0.4873992","0.0134396"
"39095","2013","1.817959","0.6569293","0.9989512","0.0729424"
"39095","2014","1.6505566","0.8021185","0.5860579","0.2985989"
"39095","2015","1.9693082","0.5436569","1.3055114","0.588766"
"39095","2016","1.7374739","0.7716901","0.2987072","-0.0267175"
"39095","2017","1.7166657","0.6971784","0.460078","0.0850785"
"39095","2018","1.9041254","0.6763953","1.1002322","0.0587405"
"45083","2003","1.5945268","0.5672541","0.5560246","0.246309"
"45083","2004","1.6108707","0.5454415","0.5711862","0.3484666"
"45083","2005","1.5687161","0.4683178","0.5333228","0.1654829"
"45083","2006","1.4647803","0.6152551","0.4829727","0.3021721"
"45083","2007","1.483117","0.6257714","0.5315397","0.2522915"
"45083","2008","1.2735","0.6348232","0.4842769","0.1904441"
"45083","2009","1.5471362","0.6500862","0.6139064","0.0175049"
"45083","2010","1.5528887","0.5010672","0.4673824","0.2060354"
"45083","2011","1.3097692","0.562576","0.5563921","0.1595628"
"45083","2012","1.5091063","0.5063889","0.4277148","0.2388437"
"45083","2013","1.573067","0.5233489","0.5030003","0.1739939"
"45083","2014","1.4668061","0.629446","0.5779089","0.1881855"
"45083","2015","1.384192","0.5722006","0.4997218","0.1981634"
"45083","2016","1.5734546","0.5088559","0.5084265","0.1323475"
"45083","2017","1.411432","0.3579521","0.6581494","0.2582289"
"45083","2018","1.4407999","0.4704849","0.4616288","0.294235"
"06095","2003","2.9219833","0.1634497","1.3538267","-0.1896711"
"06095","2004","2.7234402","0.2233953","1.303931","-0.1253003"
"06095","2005","3.033699","0.1898296","1.3317056","-0.1429285"
"06095","2006","3.1997689","0.1884976","1.351894","-0.1241467"
"06095","2007","2.6532126","0.2496086","1.3380873","0.0719839"
"06095","2008","2.4588663","0.2538625","1.3182446","-0.0782264"
"06095","2009","2.5807182","0.1813471","1.152631","0.1440179"
"06095","2010","2.8692377","0.3364776","1.545372","-0.0675418"
"06095","2011","3.2498564","0.2089372","1.2471262","-0.1008023"
"06095","2012","2.8678987","0.2459977","1.1872948","0.2155412"
"06095","2013","2.5650027","0.3073365","1.3430329","-0.0041577"
"06095","2014","2.7607318","0.2684629","1.0812745","0.1727542"
"06095","2015","2.9386705","0.1360122","1.5620855","-0.1721523"
"06095","2016","3.1291893","0.040222","1.4340347","-0.1179563"
"06095","2017","3.4923358","0.0395722","1.4245115","-0.3058002"
"06095","2018","3.0905658","0.0010805","1.5015211","0.0013498"
"47157","2003","2.5585885","0.7757872","0.9753235","0.0630724"
"47157","2004","2.5196144","0.8423904","0.9525734","0.0068282"
"47157","2005","2.433682","0.835237","0.9801889","0.0421007"
"47157","2006","2.2654588","0.9364931","0.8262824","0.3044601"
"47157","2007","2.2324646","0.9426617","0.9189598","0.2299429"
"47157","2008","2.3378206","0.8564744","0.8625141","0.1519115"
"47157","2009","2.4308257","0.9239189","0.9839239","-0.0279422"
"47157","2010","2.6982044","0.7735761","1.0736585","0.0733093"
"47157","2011","2.3673067","0.740503","0.8773061","0.1953243"
"47157","2012","2.4463671","0.9693038","0.950345","0.2150412"
"47157","2013","2.5451139","0.8174205","1.0870241","0.0412158"
"47157","2014","2.5501061","0.6852103","0.9808576","0.0895693"
"47157","2015","2.4762847","0.712886","0.7280619","0.4992724"
"47157","2016","2.6447233","0.7521727","0.8765656","-0.0552381"
"47157","2017","2.5802659","0.7569277","0.8309468","0.1909208"
"47157","2018","2.6482979","0.8035868","0.9094525","0.257905"
"48029","2003","1.0939304","0.4567063","0.7203963","0.4987044"
"48029","2004","0.9949872","0.4579258","0.6096346","0.6779619"
"48029","2005","0.7791408","0.4279025","0.5744788","0.5248116"
"48029","2006","0.6158582","0.4024459","0.4116252","0.6342645"
"48029","2007","1.1621839","0.2935998","0.5969028","0.5582348"
"48029","2008","0.748741","0.3582893","0.5418041","0.7224426"
"48029","2009","0.6610345","0.3656196","0.5214762","0.707126"
"48029","2010","0.9452327","0.3570124","0.7532892","0.432469"
"48029","2011","0.6883597","0.3612907","0.6265996","0.6596877"
"48029","2012","0.8129347","0.3773336","0.6427924","0.4353939"
"48029","2013","0.6908562","0.3869623","0.5791587","0.5528061"
"48029","2014","0.7854609","0.3925006","0.6502173","0.4956615"
"48029","2015","0.9291284","0.3490621","0.6486093","0.478009"
"48029","2016","0.8389233","0.3232692","0.60106","0.4320799"
"48029","2017","0.8127163","0.3179553","0.5921596","0.5223175"
"48029","2018","0.7172276","0.2544694","0.6002848","0.2821822"
"48037","2003","2.245168","1.0486076","1.0206832","0.4283102"
"48037","2004","2.3494699","0.927782","0.991474","0.419839"
"48037","2005","1.1335094","0.9174047","0.7800273","0.4896832"
"48037","2006","1.5544372","0.9637591","0.8439226","0.3705189"
"48037","2007","2.5107409","0.76956","0.9374886","0.5572435"
"48037","2008","1.9786677","0.873409","0.8722167","0.4474938"
"48037","2009","2.1835361","0.8787606","0.9753716","0.4172707"
"48037","2010","1.6529794","0.8482309","1.2191289","0.4072115"
"48037","2011","1.3863236","0.7854219","1.3825164","0.9393885"
"48037","2012","1.4600032","0.9842453","0.8788846","0.5899328"
"48037","2013","2.0402725","1.1402597","0.726325","0.1647962"
"48037","2014","2.5223011","0.8638712","0.8678118","0.478027"
"48037","2015","2.1882869","0.873832","0.8968021","0.7362744"
"48037","2016","2.2948367","0.8625436","1.0198033","0.5294812"
"48037","2017","2.6425368","0.9808809","1.0688852","0.6222112"
"48037","2018","1.7469899","0.8102867","0.58891","0.5919668"
"48215","2003","0.9224927","0.3720337","0.5859485","0.558095"
"48215","2004","0.8909143","0.3651293","0.5790016","0.6179621"
"48215","2005","0.7591843","0.3420234","0.2926766","0.5104984"
"48215","2006","0.7382105","0.3765671","0.2254494","0.5539695"
"48215","2007","1.0613201","0.2510596","0.6120505","0.4972644"
"48215","2008","0.8560659","0.2914675","0.3191272","0.5841881"
"48215","2009","0.6051868","0.319433","0.4871683","0.4841249"
"48215","2010","1.0754736","0.2687612","0.5685886","0.4704065"
"48215","2011","0.6316104","0.2959651","0.3477911","0.497162"
"48215","2012","0.5201448","0.2776592","0.6007324","0.3684455"
"48215","2013","0.4888814","0.3046303","0.4439058","0.477912"
"48215","2014","0.6664163","0.2479648","0.6420091","0.3977561"
"48215","2015","1.1180193","0.3101999","0.730847","0.2782556"
"48215","2016","0.7307085","0.3248414","0.4477188","0.5091376"
"48215","2017","0.797423","0.2716533","0.562132","0.4255082"
"48215","2018","0.7823069","0.2305683","0.6615098","0.2684421"
"48339","2003","0.6574081","0.154736","-0.340509","-0.3117428"
"48339","2004","0.2805329","0.1767418","-0.5134365","-0.1270012"
"48339","2005","0.6028849","0.1324449","-0.1897932","-0.6345014"
"48339","2006","0.5888262","0.2815264","-0.39596","-0.3165766"
"48339","2007","0.6182429","0.1084473","0.0202339","-0.1614554"
"48339","2008","0.8573461","0.3251659","-0.2389905","-0.080946"
"48339","2009","0.2787667","0.4244534","-0.5933354","-0.1888461"
"48339","2010","1.0417588","0.2668771","-0.0960223","0.0269666"
"48339","2011","0.006873","0.3720869","-0.5919107","-0.075955"
"48339","2012","1.0438846","0.3714492","-0.2934074","-0.2184121"
"48339","2013","1.0731008","0.481734","-0.1275275","-0.3447755"
"48339","2014","0.9621007","0.1258818","-0.5175029","0.3366236"
"48339","2015","0.8055314","0.2740729","-0.0965986","0.1471976"
"48339","2016","1.3213985","0.2685125","0.0519048","0.154943"
"48339","2017","1.1492933","0.2554145","-0.1657419","0.3257643"
"48339","2018","0.725463","0.2101251","-0.6343413","0.0820479"
"47037","2003","2.4131044","0.8019084","0.8202688","-0.0226455"
"47037","2004","2.3932468","0.7877419","0.6472304","0.3394604"
"47037","2005","2.2774936","0.8779821","0.7767223","-0.0480961"
"47037","2006","2.112786","0.8301165","0.6150381","0.2492405"
"47037","2007","1.9223903","0.9619587","0.7150386","0.2404281"
"47037","2008","2.2046572","0.8800964","0.7522018","0.0520178"
"47037","2009","2.2977456","0.824734","0.7570651","0.1129794"
"47037","2010","2.0939492","0.8455587","0.7586953","0.0515019"
"47037","2011","2.1226839","0.8030375","0.8176747","-0.319312"
"47037","2012","2.1954489","0.921348","0.7987504","0.1854014"
"47037","2013","2.3362809","0.8148695","0.8375254","0.2130605"
"47037","2014","2.3984679","0.9474362","0.8091055","-0.0726489"
"47037","2015","2.5133594","0.8395321","0.8333922","0.2700885"
"47037","2016","2.5729095","0.7705944","0.8070387","0.127982"
"47037","2017","2.3731978","0.8559139","0.8047983","0.0739826"
"47037","2018","2.5742613","0.8181224","0.6249983","-0.0570154"
"47065","2003","2.109542","0.5418129","0.7555559","-0.0025877"
"47065","2004","2.1430779","0.5320322","0.608164","0.0820433"
"47065","2005","2.1313164","0.5132918","0.661961","0.1415825"
"47065","2006","2.1128752","0.5183903","0.6579885","0.0924718"
"47065","2007","2.0712788","0.4616511","0.692547","0.0679148"
"47065","2008","2.1276777","0.5067143","0.692407","0.1279177"
"47065","2009","2.1084527","0.6064045","0.7650045","-0.0070304"
"47065","2010","2.1762226","0.4985609","0.7893404","0.0361595"
"47065","2011","2.1786576","0.5162432","0.7070648","-0.0578274"
"47065","2012","2.2198906","0.5380976","0.6922344","-0.0099438"
"47065","2013","2.2567864","0.5086552","0.7687893","0.1811016"
"47065","2014","2.3922484","0.4751652","0.8363266","-0.1512889"
"47065","2015","2.4432712","0.5783993","0.8502316","-0.099316"
"47065","2016","2.5485492","0.5509719","0.7043143","0.1966391"
"47065","2017","2.4360241","0.4427734","0.8351497","-0.0876632"
"47065","2018","2.7779255","0.4831106","0.6819409","0.1927279"
"42049","2003","5.0050931","-0.8538503","-0.4130113","-0.4509609"
"42049","2004","4.767294","-1.0190475","0.849616","-0.6929725"
"42049","2005","5.2937702","-0.7914202","-0.2598204","-1.0617063"
"42049","2006","4.9425807","-1.3408173","1.4886935","-1.2157359"
"42049","2007","5.254409","-1.0494723","0.1312239","-1.6288562"
"42049","2008","4.8176211","-1.1104623","0.0149223","-0.4280047"
"42049","2009","4.8647981","-1.2262382","0.8073163","-1.2396744"
"42049","2010","4.7051321","-1.0243032","-0.001804","-1.0426823"
"42049","2011","5.348179","-0.9874326","-0.036073","-0.6350513"
"42049","2012","5.5522071","-0.7338752","1.4849374","-1.2525621"
"42049","2013","4.9496454","-0.9733597","0.8202592","-1.5754166"
"42049","2014","4.9576083","-0.8102069","0.55606","0.5611352"
"42049","2015","5.3533135","-0.990039","0.4644381","0.1881217"
"42049","2016","5.4521039","-0.9865172","1.4903802","-0.8475899"
"42049","2017","5.2100194","-1.2471059","1.7208805","-1.2223086"
"42049","2018","5.2943504","-0.5334588","0.7920294","-0.2468793"
"42101","2003","4.957506","1.5505891","1.3833216","0.5468599"
"42101","2004","4.7098141","1.426557","1.0877691","0.2125508"
"42101","2005","4.4313773","1.6893275","1.8554707","-0.1267241"
"42101","2006","4.6223645","1.6060941","1.2270298","0.3180535"
"42101","2007","4.4374343","1.7417871","0.8765855","0.2026192"
"42101","2008","4.6544919","1.9509252","0.8194747","0.254726"
"42101","2009","4.7638419","0.8609106","1.2088093","0.1565009"
"42101","2010","4.2827037","1.6407806","1.2264764","0.1111308"
"42101","2011","4.4636604","1.7898588","1.4514316","0.3101919"
"42101","2012","4.431407","2.1968328","0.7983481","0.1692998"
"42101","2013","4.7893383","1.2027264","0.6152677","-0.1149195"
"42101","2014","4.5131986","1.5102885","0.7052113","0.6407757"
"42101","2015","4.7457464","1.8782365","0.8533738","-0.0870507"
"42101","2016","4.5202246","1.7875637","0.7467336","0.5584376"
"42101","2017","4.545493","1.4942412","0.5163629","-0.1077454"
"42101","2018","4.3779079","1.3354201","0.7490783","0.213703"
"47163","2003","3.0040764","1.1793696","1.0661675","0.4511294"
"47163","2004","3.1595369","1.0118991","1.2213824","0.4341427"
"47163","2005","3.0352288","0.9599111","1.2607184","0.5543926"
"47163","2006","2.9754357","1.0772403","1.1638484","0.3585131"
"47163","2007","2.6915209","0.8488122","1.1124052","0.520937"
"47163","2008","3.2069333","1.2879008","0.861599","0.389963"
"47163","2009","3.1909744","0.9695518","0.9558537","0.4709201"
"47163","2010","2.8982286","0.9895548","1.1880898","0.4401596"
"47163","2011","2.9631823","1.311619","0.9844014","-0.266583"
"47163","2012","3.2349869","1.1110839","1.2137007","0.5371799"
"47163","2013","3.0747952","0.7814026","1.1895284","0.1258186"
"47163","2014","3.3727604","1.0678056","1.308933","0.2315933"
"47163","2015","3.0243863","1.0835779","1.6481667","0.4905845"
"47163","2016","3.2554678","1.0570976","1.2061569","0.400739"
"47163","2017","3.3442043","1.103507","1.1449372","0.1341009"
"47163","2018","3.5826652","1.0471943","1.3036446","0.5459334"
"48135","2003","-0.1738572","0.3535087","1.0668576","0.5826519"
"48135","2004","0.401143","0.2466219","0.3978215","0.6641126"
"48135","2005","-0.2454785","0.2537153","1.234507","0.5608456"
"48135","2006","-0.4767877","0.3484949","-0.0096165","0.5970245"
"48135","2007","0.8992408","0.2508208","0.5989732","0.4706117"
"48135","2008","0.3952328","0.266595","0.544348","0.4210471"
"48135","2009","1.1983165","0.4426142","0.4741428","0.5300372"
"48135","2010","0.7123501","0.3709495","1.2060266","0.3179922"
