"","county_fips","county","state","start.year","end.year","stroke","age"
"6822",17201,"Winnebago","Illinois",2015,2017,"262.70",">= 65"
"6823",17201,"Winnebago","Illinois",2017,2019,"19.30","45-64"
"6824",17201,"Winnebago","Illinois",2011,2013,"22.40","45-64"
"6825",17201,"Winnebago","Illinois",2010,2012,"19.70","45-64"
"6826",17201,"Winnebago","Illinois",2013,2015,"300.20",">= 65"
"6827",17201,"Winnebago","Illinois",2015,2017,"17.40","45-64"
"6828",17201,"Winnebago","Illinois",2016,2018,"256.50",">= 65"
"6829",17201,"Winnebago","Illinois",2009,2011,"295.70",">= 65"
"6830",17201,"Winnebago","Illinois",2013,2015,"20.40","45-64"
"6831",17201,"Winnebago","Illinois",2007,2009,"20.00","45-64"
"6832",17201,"Winnebago","Illinois",2017,2019,"259.30",">= 65"
"6833",17201,"Winnebago","Illinois",2006,2008,"19.90","45-64"
"6834",17201,"Winnebago","Illinois",2010,2012,"295.30",">= 65"
"6835",17201,"Winnebago","Illinois",2008,2010,"294.90",">= 65"
"6836",17201,"Winnebago","Illinois",2012,2014,"21.50","45-64"
"6837",17201,"Winnebago","Illinois",2014,2016,"17.60","45-64"
"6838",17201,"Winnebago","Illinois",2014,2016,"269.30",">= 65"
"6839",17201,"Winnebago","Illinois",2005,2007,"18.80","45-64"
"6840",17201,"Winnebago","Illinois",2005,2007,"345.20",">= 65"
"6841",17201,"Winnebago","Illinois",2007,2009,"306.70",">= 65"
"6842",17201,"Winnebago","Illinois",2006,2008,"328.00",">= 65"
"6843",17201,"Winnebago","Illinois",2008,2010,"18.20","45-64"
"6844",17201,"Winnebago","Illinois",2016,2018,"18.40","45-64"
"6845",17201,"Winnebago","Illinois",2009,2011,"17.60","45-64"
"6846",17201,"Winnebago","Illinois",2012,2014,"294.40",">= 65"
"6847",17201,"Winnebago","Illinois",2011,2013,"313.90",">= 65"
"6848",17201,"Winnebago","Illinois",2015,2017,"262.70",">= 65"
"6849",17201,"Winnebago","Illinois",2017,2019,"19.30","45-64"
"6850",17201,"Winnebago","Illinois",2011,2013,"22.40","45-64"
"6851",17201,"Winnebago","Illinois",2010,2012,"19.70","45-64"
"6852",17201,"Winnebago","Illinois",2013,2015,"300.20",">= 65"
"6853",17201,"Winnebago","Illinois",2015,2017,"17.40","45-64"
"6854",17201,"Winnebago","Illinois",2016,2018,"256.50",">= 65"
"6855",17201,"Winnebago","Illinois",2009,2011,"295.70",">= 65"
"6856",17201,"Winnebago","Illinois",2013,2015,"20.40","45-64"
"6857",17201,"Winnebago","Illinois",2007,2009,"20.00","45-64"
"6858",17201,"Winnebago","Illinois",2017,2019,"259.30",">= 65"
"6859",17201,"Winnebago","Illinois",2006,2008,"19.90","45-64"
"6860",17201,"Winnebago","Illinois",2010,2012,"295.30",">= 65"
"6861",17201,"Winnebago","Illinois",2008,2010,"294.90",">= 65"
"6862",17201,"Winnebago","Illinois",2012,2014,"21.50","45-64"
"6863",17201,"Winnebago","Illinois",2014,2016,"17.60","45-64"
"6864",17201,"Winnebago","Illinois",2014,2016,"269.30",">= 65"
"6865",18003,"Allen","Indiana",2015,2017,"19.90","45-64"
"6866",18003,"Allen","Indiana",2014,2016,"245.20",">= 65"
"6867",18003,"Allen","Indiana",2005,2007,"21.20","45-64"
"6868",18003,"Allen","Indiana",2017,2019,"297.30",">= 65"
"6869",18003,"Allen","Indiana",2005,2007,"287.40",">= 65"
"6870",18003,"Allen","Indiana",2014,2016,"20.30","45-64"
"6871",18003,"Allen","Indiana",2006,2008,"21.20","45-64"
"6872",18003,"Allen","Indiana",2010,2012,"21.10","45-64"
"6873",18003,"Allen","Indiana",2008,2010,"250.00",">= 65"
"6874",18003,"Allen","Indiana",2008,2010,"22.20","45-64"
"6875",18003,"Allen","Indiana",2010,2012,"289.80",">= 65"
"6876",18003,"Allen","Indiana",2016,2018,"273.70",">= 65"
"6877",18003,"Allen","Indiana",2009,2011,"266.90",">= 65"
"6878",18003,"Allen","Indiana",2006,2008,"277.30",">= 65"
"6879",18003,"Allen","Indiana",2016,2018,"20.10","45-64"
"6880",18003,"Allen","Indiana",2012,2014,"264.00",">= 65"
"6881",18003,"Allen","Indiana",2007,2009,"26.30","45-64"
"6882",18003,"Allen","Indiana",2015,2017,"248.40",">= 65"
"6883",18003,"Allen","Indiana",2013,2015,"18.00","45-64"
"6884",18003,"Allen","Indiana",2011,2013,"21.10","45-64"
"6885",18003,"Allen","Indiana",2017,2019,"18.90","45-64"
"6886",18003,"Allen","Indiana",2007,2009,"256.40",">= 65"
"6887",18003,"Allen","Indiana",2011,2013,"283.90",">= 65"
"6888",18003,"Allen","Indiana",2013,2015,"243.10",">= 65"
"6889",18003,"Allen","Indiana",2009,2011,"23.70","45-64"
"6890",18003,"Allen","Indiana",2012,2014,"19.90","45-64"
"6891",18003,"Allen","Indiana",2015,2017,"19.90","45-64"
"6892",18003,"Allen","Indiana",2014,2016,"245.20",">= 65"
"6893",18003,"Allen","Indiana",2005,2007,"21.20","45-64"
"6894",18003,"Allen","Indiana",2017,2019,"297.30",">= 65"
"6895",18003,"Allen","Indiana",2005,2007,"287.40",">= 65"
"6896",18003,"Allen","Indiana",2014,2016,"20.30","45-64"
"6897",18003,"Allen","Indiana",2006,2008,"21.20","45-64"
"6898",18003,"Allen","Indiana",2010,2012,"21.10","45-64"
"6899",18003,"Allen","Indiana",2008,2010,"250.00",">= 65"
"6900",18003,"Allen","Indiana",2008,2010,"22.20","45-64"
"6901",18003,"Allen","Indiana",2010,2012,"289.80",">= 65"
"6902",18003,"Allen","Indiana",2016,2018,"273.70",">= 65"
"6903",18003,"Allen","Indiana",2009,2011,"266.90",">= 65"
"6904",18003,"Allen","Indiana",2006,2008,"277.30",">= 65"
"6905",18003,"Allen","Indiana",2016,2018,"20.10","45-64"
"6906",18003,"Allen","Indiana",2012,2014,"264.00",">= 65"
"6907",18003,"Allen","Indiana",2007,2009,"26.30","45-64"
"6908",18003,"Allen","Indiana",2015,2017,"248.40",">= 65"
"6909",18003,"Allen","Indiana",2013,2015,"18.00","45-64"
"6910",18003,"Allen","Indiana",2011,2013,"21.10","45-64"
"6911",18003,"Allen","Indiana",2017,2019,"18.90","45-64"
"6912",18003,"Allen","Indiana",2007,2009,"256.40",">= 65"
"6913",18003,"Allen","Indiana",2011,2013,"283.90",">= 65"
"6914",18003,"Allen","Indiana",2013,2015,"243.10",">= 65"
"6915",18003,"Allen","Indiana",2009,2011,"23.70","45-64"
"6916",18003,"Allen","Indiana",2012,2014,"19.90","45-64"
"6917",18005,"Bartholomew","Indiana",2006,2008,"17.40","45-64"
"6918",18005,"Bartholomew","Indiana",2015,2017,"18.40","45-64"
"6919",18005,"Bartholomew","Indiana",2007,2009,"338.90",">= 65"
"6920",18005,"Bartholomew","Indiana",2006,2008,"401.60",">= 65"
"6921",18005,"Bartholomew","Indiana",2014,2016,"275.00",">= 65"
"6922",18005,"Bartholomew","Indiana",2016,2018,"18.20","45-64"
"6923",18005,"Bartholomew","Indiana",2005,2007,"17.80","45-64"
"6924",18005,"Bartholomew","Indiana",2017,2019,"282.10",">= 65"
"6925",18005,"Bartholomew","Indiana",2005,2007,"365.40",">= 65"
"6926",18005,"Bartholomew","Indiana",2008,2010,"350.30",">= 65"
"6927",18005,"Bartholomew","Indiana",2008,2010,"15.80","45-64"
"6928",18005,"Bartholomew","Indiana",2009,2011,"17.90","45-64"
"6929",18005,"Bartholomew","Indiana",2016,2018,"287.10",">= 65"
"6930",18005,"Bartholomew","Indiana",2009,2011,"307.90",">= 65"
"6931",18005,"Bartholomew","Indiana",2013,2015,"15.30","45-64"
"6932",18005,"Bartholomew","Indiana",2012,2014,"326.20",">= 65"
"6933",18005,"Bartholomew","Indiana",2015,2017,"282.00",">= 65"
"6934",18005,"Bartholomew","Indiana",2007,2009,"17.80","45-64"
"6935",18005,"Bartholomew","Indiana",2014,2016,"19.10","45-64"
"6936",18005,"Bartholomew","Indiana",2010,2012,"19.80","45-64"
"6937",18005,"Bartholomew","Indiana",2013,2015,"285.80",">= 65"
"6938",18005,"Bartholomew","Indiana",2011,2013,"305.10",">= 65"
"6939",18005,"Bartholomew","Indiana",2012,2014,"17.50","45-64"
"6940",18005,"Bartholomew","Indiana",2010,2012,"323.80",">= 65"
"6941",18005,"Bartholomew","Indiana",2011,2013,"16.40","45-64"
"6942",18005,"Bartholomew","Indiana",2017,2019,"16.70","45-64"
"6943",18005,"Bartholomew","Indiana",2006,2008,"17.40","45-64"
"6944",18005,"Bartholomew","Indiana",2015,2017,"18.40","45-64"
"6945",18005,"Bartholomew","Indiana",2007,2009,"338.90",">= 65"
"6946",18005,"Bartholomew","Indiana",2006,2008,"401.60",">= 65"
"6947",18005,"Bartholomew","Indiana",2014,2016,"275.00",">= 65"
"6948",18005,"Bartholomew","Indiana",2016,2018,"18.20","45-64"
"6949",18005,"Bartholomew","Indiana",2005,2007,"17.80","45-64"
"6950",18005,"Bartholomew","Indiana",2017,2019,"282.10",">= 65"
"6951",18005,"Bartholomew","Indiana",2005,2007,"365.40",">= 65"
"6952",18005,"Bartholomew","Indiana",2008,2010,"350.30",">= 65"
"6953",18005,"Bartholomew","Indiana",2008,2010,"15.80","45-64"
"6954",18005,"Bartholomew","Indiana",2009,2011,"17.90","45-64"
"6955",18005,"Bartholomew","Indiana",2016,2018,"287.10",">= 65"
"6956",18005,"Bartholomew","Indiana",2009,2011,"307.90",">= 65"
"6957",18005,"Bartholomew","Indiana",2013,2015,"15.30","45-64"
"6958",18005,"Bartholomew","Indiana",2012,2014,"326.20",">= 65"
"6959",18005,"Bartholomew","Indiana",2015,2017,"282.00",">= 65"
"6960",18005,"Bartholomew","Indiana",2007,2009,"17.80","45-64"
"6961",18005,"Bartholomew","Indiana",2014,2016,"19.10","45-64"
"6962",18005,"Bartholomew","Indiana",2010,2012,"19.80","45-64"
"6963",18005,"Bartholomew","Indiana",2013,2015,"285.80",">= 65"
"6964",18005,"Bartholomew","Indiana",2011,2013,"305.10",">= 65"
"6965",18005,"Bartholomew","Indiana",2012,2014,"17.50","45-64"
"6966",18005,"Bartholomew","Indiana",2010,2012,"323.80",">= 65"
"6967",18005,"Bartholomew","Indiana",2011,2013,"16.40","45-64"
"6968",18005,"Bartholomew","Indiana",2017,2019,"16.70","45-64"
"6969",18035,"Delaware","Indiana",2017,2019,"28.30","45-64"
"6970",18035,"Delaware","Indiana",2010,2012,"23.60","45-64"
"6971",18035,"Delaware","Indiana",2015,2017,"282.40",">= 65"
"6972",18035,"Delaware","Indiana",2009,2011,"23.10","45-64"
"6973",18035,"Delaware","Indiana",2006,2008,"33.50","45-64"
"6974",18035,"Delaware","Indiana",2016,2018,"294.50",">= 65"
"6975",18035,"Delaware","Indiana",2007,2009,"22.30","45-64"
"6976",18035,"Delaware","Indiana",2009,2011,"296.80",">= 65"
"6977",18035,"Delaware","Indiana",2011,2013,"276.30",">= 65"
"6978",18035,"Delaware","Indiana",2016,2018,"31.70","45-64"
"6979",18035,"Delaware","Indiana",2012,2014,"269.90",">= 65"
"6980",18035,"Delaware","Indiana",2006,2008,"321.20",">= 65"
"6981",18035,"Delaware","Indiana",2011,2013,"26.70","45-64"
"6982",18035,"Delaware","Indiana",2008,2010,"304.40",">= 65"
"6983",18035,"Delaware","Indiana",2013,2015,"265.80",">= 65"
"6984",18035,"Delaware","Indiana",2005,2007,"27.30","45-64"
"6985",18035,"Delaware","Indiana",2010,2012,"282.40",">= 65"
"6986",18035,"Delaware","Indiana",2013,2015,"28.90","45-64"
"6987",18035,"Delaware","Indiana",2017,2019,"308.40",">= 65"
"6988",18035,"Delaware","Indiana",2014,2016,"27.80","45-64"
"6989",18035,"Delaware","Indiana",2015,2017,"29.20","45-64"
"6990",18035,"Delaware","Indiana",2012,2014,"29.50","45-64"
"6991",18035,"Delaware","Indiana",2008,2010,"23.70","45-64"
"6992",18035,"Delaware","Indiana",2005,2007,"304.90",">= 65"
"6993",18035,"Delaware","Indiana",2007,2009,"302.60",">= 65"
"6994",18035,"Delaware","Indiana",2014,2016,"265.00",">= 65"
"6995",18035,"Delaware","Indiana",2017,2019,"28.30","45-64"
"6996",18035,"Delaware","Indiana",2010,2012,"23.60","45-64"
"6997",18035,"Delaware","Indiana",2015,2017,"282.40",">= 65"
"6998",18035,"Delaware","Indiana",2009,2011,"23.10","45-64"
"6999",18035,"Delaware","Indiana",2006,2008,"33.50","45-64"
"7000",18035,"Delaware","Indiana",2016,2018,"294.50",">= 65"
"7001",18035,"Delaware","Indiana",2007,2009,"22.30","45-64"
"7002",18035,"Delaware","Indiana",2009,2011,"296.80",">= 65"
"7003",18035,"Delaware","Indiana",2011,2013,"276.30",">= 65"
"7004",18035,"Delaware","Indiana",2016,2018,"31.70","45-64"
"7005",18035,"Delaware","Indiana",2012,2014,"269.90",">= 65"
"7006",18035,"Delaware","Indiana",2006,2008,"321.20",">= 65"
"7007",18035,"Delaware","Indiana",2011,2013,"26.70","45-64"
"7008",18035,"Delaware","Indiana",2008,2010,"304.40",">= 65"
"7009",18035,"Delaware","Indiana",2013,2015,"265.80",">= 65"
"7010",18035,"Delaware","Indiana",2005,2007,"27.30","45-64"
"7011",18035,"Delaware","Indiana",2010,2012,"282.40",">= 65"
"7012",18035,"Delaware","Indiana",2013,2015,"28.90","45-64"
"7013",18035,"Delaware","Indiana",2017,2019,"308.40",">= 65"
"7014",18035,"Delaware","Indiana",2014,2016,"27.80","45-64"
"7015",18035,"Delaware","Indiana",2015,2017,"29.20","45-64"
"7016",18035,"Delaware","Indiana",2012,2014,"29.50","45-64"
"7017",18035,"Delaware","Indiana",2008,2010,"23.70","45-64"
"7018",18035,"Delaware","Indiana",2005,2007,"304.90",">= 65"
"7019",18035,"Delaware","Indiana",2007,2009,"302.60",">= 65"
"7020",18035,"Delaware","Indiana",2014,2016,"265.00",">= 65"
"7021",18039,"Elkhart","Indiana",2005,2007,"22.80","45-64"
"7022",18039,"Elkhart","Indiana",2008,2010,"316.50",">= 65"
"7023",18039,"Elkhart","Indiana",2017,2019,"21.20","45-64"
"7024",18039,"Elkhart","Indiana",2014,2016,"287.20",">= 65"
"7025",18039,"Elkhart","Indiana",2013,2015,"19.60","45-64"
"7026",18039,"Elkhart","Indiana",2005,2007,"359.00",">= 65"
"7027",18039,"Elkhart","Indiana",2013,2015,"291.10",">= 65"
"7028",18039,"Elkhart","Indiana",2014,2016,"19.30","45-64"
"7029",18039,"Elkhart","Indiana",2007,2009,"21.60","45-64"
"7030",18039,"Elkhart","Indiana",2016,2018,"273.60",">= 65"
"7031",18039,"Elkhart","Indiana",2015,2017,"289.50",">= 65"
"7032",18039,"Elkhart","Indiana",2015,2017,"21.00","45-64"
"7033",18039,"Elkhart","Indiana",2017,2019,"311.40",">= 65"
"7034",18039,"Elkhart","Indiana",2012,2014,"322.50",">= 65"
"7035",18039,"Elkhart","Indiana",2006,2008,"345.90",">= 65"
"7036",18039,"Elkhart","Indiana",2006,2008,"23.60","45-64"
"7037",18039,"Elkhart","Indiana",2008,2010,"17.60","45-64"
"7038",18039,"Elkhart","Indiana",2012,2014,"17.80","45-64"
"7039",18039,"Elkhart","Indiana",2011,2013,"340.10",">= 65"
"7040",18039,"Elkhart","Indiana",2009,2011,"308.80",">= 65"
"7041",18039,"Elkhart","Indiana",2010,2012,"20.60","45-64"
"7042",18039,"Elkhart","Indiana",2010,2012,"339.30",">= 65"
"7043",18039,"Elkhart","Indiana",2007,2009,"323.20",">= 65"
"7044",18039,"Elkhart","Indiana",2009,2011,"17.90","45-64"
"7045",18039,"Elkhart","Indiana",2016,2018,"19.90","45-64"
"7046",18039,"Elkhart","Indiana",2011,2013,"20.40","45-64"
"7047",18039,"Elkhart","Indiana",2005,2007,"22.80","45-64"
"7048",18039,"Elkhart","Indiana",2008,2010,"316.50",">= 65"
"7049",18039,"Elkhart","Indiana",2017,2019,"21.20","45-64"
"7050",18039,"Elkhart","Indiana",2014,2016,"287.20",">= 65"
"7051",18039,"Elkhart","Indiana",2013,2015,"19.60","45-64"
"7052",18039,"Elkhart","Indiana",2005,2007,"359.00",">= 65"
"7053",18039,"Elkhart","Indiana",2013,2015,"291.10",">= 65"
"7054",18039,"Elkhart","Indiana",2014,2016,"19.30","45-64"
"7055",18039,"Elkhart","Indiana",2007,2009,"21.60","45-64"
"7056",18039,"Elkhart","Indiana",2016,2018,"273.60",">= 65"
"7057",18039,"Elkhart","Indiana",2015,2017,"289.50",">= 65"
"7058",18039,"Elkhart","Indiana",2015,2017,"21.00","45-64"
"7059",18039,"Elkhart","Indiana",2017,2019,"311.40",">= 65"
"7060",18039,"Elkhart","Indiana",2012,2014,"322.50",">= 65"
"7061",18039,"Elkhart","Indiana",2006,2008,"345.90",">= 65"
"7062",18039,"Elkhart","Indiana",2006,2008,"23.60","45-64"
"7063",18039,"Elkhart","Indiana",2008,2010,"17.60","45-64"
"7064",18039,"Elkhart","Indiana",2012,2014,"17.80","45-64"
"7065",18039,"Elkhart","Indiana",2011,2013,"340.10",">= 65"
"7066",18039,"Elkhart","Indiana",2009,2011,"308.80",">= 65"
"7067",18039,"Elkhart","Indiana",2010,2012,"20.60","45-64"
"7068",18039,"Elkhart","Indiana",2010,2012,"339.30",">= 65"
"7069",18039,"Elkhart","Indiana",2007,2009,"323.20",">= 65"
"7070",18039,"Elkhart","Indiana",2009,2011,"17.90","45-64"
"7071",18039,"Elkhart","Indiana",2016,2018,"19.90","45-64"
"7072",18039,"Elkhart","Indiana",2011,2013,"20.40","45-64"
"7073",18067,"Howard","Indiana",2014,2016,"230.90",">= 65"
"7074",18067,"Howard","Indiana",2016,2018,"232.90",">= 65"
"7075",18067,"Howard","Indiana",2005,2007,"328.90",">= 65"
"7076",18067,"Howard","Indiana",2017,2019,"26.30","45-64"
"7077",18067,"Howard","Indiana",2006,2008,"324.20",">= 65"
"7078",18067,"Howard","Indiana",2005,2007,"27.20","45-64"
"7079",18067,"Howard","Indiana",2006,2008,"38.30","45-64"
"7080",18067,"Howard","Indiana",2007,2009,"43.90","45-64"
"7081",18067,"Howard","Indiana",2015,2017,"21.70","45-64"
"7082",18067,"Howard","Indiana",2008,2010,"32.40","45-64"
"7083",18067,"Howard","Indiana",2011,2013,"26.10","45-64"
"7084",18067,"Howard","Indiana",2017,2019,"261.10",">= 65"
"7085",18067,"Howard","Indiana",2009,2011,"26.10","45-64"
"7086",18067,"Howard","Indiana",2007,2009,"285.90",">= 65"
"7087",18067,"Howard","Indiana",2008,2010,"270.10",">= 65"
"7088",18067,"Howard","Indiana",2014,2016,"23.00","45-64"
"7089",18067,"Howard","Indiana",2013,2015,"263.90",">= 65"
"7090",18067,"Howard","Indiana",2011,2013,"300.00",">= 65"
"7091",18067,"Howard","Indiana",2010,2012,"301.70",">= 65"
"7092",18067,"Howard","Indiana",2012,2014,"291.70",">= 65"
"7093",18067,"Howard","Indiana",2016,2018,"27.30","45-64"
"7094",18067,"Howard","Indiana",2013,2015,"25.80","45-64"
"7095",18067,"Howard","Indiana",2015,2017,"222.70",">= 65"
"7096",18067,"Howard","Indiana",2012,2014,"29.10","45-64"
"7097",18067,"Howard","Indiana",2009,2011,"264.10",">= 65"
"7098",18067,"Howard","Indiana",2010,2012,"23.60","45-64"
"7099",18067,"Howard","Indiana",2014,2016,"230.90",">= 65"
"7100",18067,"Howard","Indiana",2016,2018,"232.90",">= 65"
"7101",18067,"Howard","Indiana",2005,2007,"328.90",">= 65"
"7102",18067,"Howard","Indiana",2017,2019,"26.30","45-64"
"7103",18067,"Howard","Indiana",2006,2008,"324.20",">= 65"
"7104",18067,"Howard","Indiana",2005,2007,"27.20","45-64"
"7105",18067,"Howard","Indiana",2006,2008,"38.30","45-64"
"7106",18067,"Howard","Indiana",2007,2009,"43.90","45-64"
"7107",18067,"Howard","Indiana",2015,2017,"21.70","45-64"
"7108",18067,"Howard","Indiana",2008,2010,"32.40","45-64"
"7109",18067,"Howard","Indiana",2011,2013,"26.10","45-64"
"7110",18067,"Howard","Indiana",2017,2019,"261.10",">= 65"
"7111",18067,"Howard","Indiana",2009,2011,"26.10","45-64"
"7112",18067,"Howard","Indiana",2007,2009,"285.90",">= 65"
"7113",18067,"Howard","Indiana",2008,2010,"270.10",">= 65"
"7114",18067,"Howard","Indiana",2014,2016,"23.00","45-64"
"7115",18067,"Howard","Indiana",2013,2015,"263.90",">= 65"
"7116",18067,"Howard","Indiana",2011,2013,"300.00",">= 65"
"7117",18067,"Howard","Indiana",2010,2012,"301.70",">= 65"
"7118",18067,"Howard","Indiana",2012,2014,"291.70",">= 65"
"7119",18067,"Howard","Indiana",2016,2018,"27.30","45-64"
"7120",18067,"Howard","Indiana",2013,2015,"25.80","45-64"
"7121",18067,"Howard","Indiana",2015,2017,"222.70",">= 65"
"7122",18067,"Howard","Indiana",2012,2014,"29.10","45-64"
"7123",18067,"Howard","Indiana",2009,2011,"264.10",">= 65"
"7124",18067,"Howard","Indiana",2010,2012,"23.60","45-64"
"7125",18091,"LaPorte","Indiana",2008,2010,"16.80","45-64"
"7126",18091,"LaPorte","Indiana",2013,2015,"269.10",">= 65"
"7127",18091,"LaPorte","Indiana",2005,2007,"335.70",">= 65"
"7128",18091,"LaPorte","Indiana",2016,2018,"245.60",">= 65"
"7129",18091,"LaPorte","Indiana",2017,2019,"19.10","45-64"
"7130",18091,"LaPorte","Indiana",2007,2009,"309.40",">= 65"
"7131",18091,"LaPorte","Indiana",2007,2009,"17.20","45-64"
"7132",18091,"LaPorte","Indiana",2009,2011,"264.50",">= 65"
"7133",18091,"LaPorte","Indiana",2015,2017,"19.40","45-64"
"7134",18091,"LaPorte","Indiana",2012,2014,"16.30","45-64"
"7135",18091,"LaPorte","Indiana",2006,2008,"20.70","45-64"
"7136",18091,"LaPorte","Indiana",2016,2018,"20.40","45-64"
"7137",18091,"LaPorte","Indiana",2009,2011,"19.80","45-64"
"7138",18091,"LaPorte","Indiana",2011,2013,"20.70","45-64"
"7139",18091,"LaPorte","Indiana",2010,2012,"268.10",">= 65"
"7140",18091,"LaPorte","Indiana",2006,2008,"345.40",">= 65"
"7141",18091,"LaPorte","Indiana",2011,2013,"274.90",">= 65"
"7142",18091,"LaPorte","Indiana",2013,2015,"16.10","45-64"
"7143",18091,"LaPorte","Indiana",2008,2010,"286.70",">= 65"
"7144",18091,"LaPorte","Indiana",2014,2016,"19.40","45-64"
"7145",18091,"LaPorte","Indiana",2015,2017,"243.70",">= 65"
"7146",18091,"LaPorte","Indiana",2010,2012,"20.90","45-64"
"7147",18091,"LaPorte","Indiana",2012,2014,"290.30",">= 65"
"7148",18091,"LaPorte","Indiana",2014,2016,"276.10",">= 65"
"7149",18091,"LaPorte","Indiana",2005,2007,"23.80","45-64"
"7150",18091,"LaPorte","Indiana",2017,2019,"228.40",">= 65"
"7151",18091,"LaPorte","Indiana",2008,2010,"16.80","45-64"
"7152",18091,"LaPorte","Indiana",2013,2015,"269.10",">= 65"
"7153",18091,"LaPorte","Indiana",2005,2007,"335.70",">= 65"
"7154",18091,"LaPorte","Indiana",2016,2018,"245.60",">= 65"
"7155",18091,"LaPorte","Indiana",2017,2019,"19.10","45-64"
"7156",18091,"LaPorte","Indiana",2007,2009,"309.40",">= 65"
"7157",18091,"LaPorte","Indiana",2007,2009,"17.20","45-64"
"7158",18091,"LaPorte","Indiana",2009,2011,"264.50",">= 65"
"7159",18091,"LaPorte","Indiana",2015,2017,"19.40","45-64"
"7160",18091,"LaPorte","Indiana",2012,2014,"16.30","45-64"
"7161",18091,"LaPorte","Indiana",2006,2008,"20.70","45-64"
"7162",18091,"LaPorte","Indiana",2016,2018,"20.40","45-64"
"7163",18091,"LaPorte","Indiana",2009,2011,"19.80","45-64"
"7164",18091,"LaPorte","Indiana",2011,2013,"20.70","45-64"
"7165",18091,"LaPorte","Indiana",2010,2012,"268.10",">= 65"
"7166",18091,"LaPorte","Indiana",2006,2008,"345.40",">= 65"
"7167",18091,"LaPorte","Indiana",2011,2013,"274.90",">= 65"
"7168",18091,"LaPorte","Indiana",2013,2015,"16.10","45-64"
"7169",18091,"LaPorte","Indiana",2008,2010,"286.70",">= 65"
"7170",18091,"LaPorte","Indiana",2014,2016,"19.40","45-64"
"7171",18091,"LaPorte","Indiana",2015,2017,"243.70",">= 65"
"7172",18091,"LaPorte","Indiana",2010,2012,"20.90","45-64"
"7173",18091,"LaPorte","Indiana",2012,2014,"290.30",">= 65"
"7174",18091,"LaPorte","Indiana",2014,2016,"276.10",">= 65"
"7175",18091,"LaPorte","Indiana",2005,2007,"23.80","45-64"
"7176",18091,"LaPorte","Indiana",2017,2019,"228.40",">= 65"
"7177",18095,"Madison","Indiana",2008,2010,"19.60","45-64"
"7178",18095,"Madison","Indiana",2013,2015,"280.20",">= 65"
"7179",18095,"Madison","Indiana",2012,2014,"23.60","45-64"
"7180",18095,"Madison","Indiana",2016,2018,"25.80","45-64"
"7181",18095,"Madison","Indiana",2014,2016,"22.40","45-64"
"7182",18095,"Madison","Indiana",2009,2011,"273.30",">= 65"
"7183",18095,"Madison","Indiana",2010,2012,"258.10",">= 65"
"7184",18095,"Madison","Indiana",2016,2018,"278.10",">= 65"
"7185",18095,"Madison","Indiana",2007,2009,"297.60",">= 65"
"7186",18095,"Madison","Indiana",2017,2019,"278.20",">= 65"
"7187",18095,"Madison","Indiana",2010,2012,"19.80","45-64"
"7188",18095,"Madison","Indiana",2011,2013,"270.60",">= 65"
"7189",18095,"Madison","Indiana",2017,2019,"31.90","45-64"
"7190",18095,"Madison","Indiana",2009,2011,"21.80","45-64"
"7191",18095,"Madison","Indiana",2013,2015,"24.40","45-64"
"7192",18095,"Madison","Indiana",2012,2014,"266.80",">= 65"
"7193",18095,"Madison","Indiana",2006,2008,"17.40","45-64"
"7194",18095,"Madison","Indiana",2005,2007,"330.50",">= 65"
"7195",18095,"Madison","Indiana",2015,2017,"279.40",">= 65"
"7196",18095,"Madison","Indiana",2007,2009,"18.20","45-64"
"7197",18095,"Madison","Indiana",2015,2017,"25.60","45-64"
"7198",18095,"Madison","Indiana",2006,2008,"301.50",">= 65"
"7199",18095,"Madison","Indiana",2008,2010,"272.80",">= 65"
"7200",18095,"Madison","Indiana",2011,2013,"22.60","45-64"
"7201",18095,"Madison","Indiana",2014,2016,"272.30",">= 65"
"7202",18095,"Madison","Indiana",2005,2007,"20.30","45-64"
"7203",18095,"Madison","Indiana",2008,2010,"19.60","45-64"
"7204",18095,"Madison","Indiana",2013,2015,"280.20",">= 65"
"7205",18095,"Madison","Indiana",2012,2014,"23.60","45-64"
"7206",18095,"Madison","Indiana",2016,2018,"25.80","45-64"
"7207",18095,"Madison","Indiana",2014,2016,"22.40","45-64"
"7208",18095,"Madison","Indiana",2009,2011,"273.30",">= 65"
"7209",18095,"Madison","Indiana",2010,2012,"258.10",">= 65"
"7210",18095,"Madison","Indiana",2016,2018,"278.10",">= 65"
"7211",18095,"Madison","Indiana",2007,2009,"297.60",">= 65"
"7212",18095,"Madison","Indiana",2017,2019,"278.20",">= 65"
"7213",18095,"Madison","Indiana",2010,2012,"19.80","45-64"
"7214",18095,"Madison","Indiana",2011,2013,"270.60",">= 65"
"7215",18095,"Madison","Indiana",2017,2019,"31.90","45-64"
"7216",18095,"Madison","Indiana",2009,2011,"21.80","45-64"
"7217",18095,"Madison","Indiana",2013,2015,"24.40","45-64"
"7218",18095,"Madison","Indiana",2012,2014,"266.80",">= 65"
"7219",18095,"Madison","Indiana",2006,2008,"17.40","45-64"
"7220",18095,"Madison","Indiana",2005,2007,"330.50",">= 65"
"7221",18095,"Madison","Indiana",2015,2017,"279.40",">= 65"
"7222",18095,"Madison","Indiana",2007,2009,"18.20","45-64"
"7223",18095,"Madison","Indiana",2015,2017,"25.60","45-64"
