"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Aitkin County, MN"	"27001"	"75-84 years"	"75-84"	"Apr., 2011"	"2011/04"	12	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"85+ years"	"85+"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"85+ years"	"85+"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"85+ years"	"85+"	"May, 2012"	"2012/05"	10	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"85+ years"	"85+"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jan., 2010"	"2010/01"	23	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Feb., 2010"	"2010/02"	16	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Apr., 2010"	"2010/04"	27	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"May, 2010"	"2010/05"	23	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jun., 2010"	"2010/06"	14	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jul., 2010"	"2010/07"	19	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Sep., 2010"	"2010/09"	20	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Oct., 2010"	"2010/10"	19	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Nov., 2010"	"2010/11"	23	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Dec., 2010"	"2010/12"	21	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jan., 2011"	"2011/01"	19	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Feb., 2011"	"2011/02"	23	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Mar., 2011"	"2011/03"	24	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Apr., 2011"	"2011/04"	24	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"May, 2011"	"2011/05"	25	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jun., 2011"	"2011/06"	19	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jul., 2011"	"2011/07"	20	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Aug., 2011"	"2011/08"	16	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Sep., 2011"	"2011/09"	19	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Oct., 2011"	"2011/10"	22	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Nov., 2011"	"2011/11"	22	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Dec., 2011"	"2011/12"	21	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Jan., 2012"	"2012/01"	21	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Feb., 2012"	"2012/02"	26	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Mar., 2012"	"2012/03"	28	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"55-64 years"	"55-64"	"Apr., 2012"	"2012/04"	22	Not Applicable	Not Applicable
