"","county_fips","population","age_group","county","year"
"881","48485",13891,"55-64","Wichita County, Texas",2010
"882","48485",8802,"65-74","Wichita County, Texas",2010
"883","48485",6095,"75-84","Wichita County, Texas",2010
"884","48485",2280,"85+","Wichita County, Texas",2010
"885","53077",25199,"55-64","Yakima County, Washington",2010
"886","53077",15199,"65-74","Yakima County, Washington",2010
"887","53077",8856,"75-84","Yakima County, Washington",2010
"888","53077",4067,"85+","Yakima County, Washington",2010
"889","06101",10105,"55-64","Sutter County, California",2010
"890","06101",6490,"65-74","Sutter County, California",2010
"891","06101",3979,"75-84","Sutter County, California",2010
"892","06101",1521,"85+","Sutter County, California",2010
"893","04027",19028,"55-64","Yuma County, Arizona",2010
"894","04027",17377,"65-74","Yuma County, Arizona",2010
"895","04027",10515,"75-84","Yuma County, Arizona",2010
"896","04027",2754,"85+","Yuma County, Arizona",2010
"897","24025",30585,"55-64","Harford County, Maryland",2010
"898","24025",17396,"65-74","Harford County, Maryland",2010
"899","24025",9596,"75-84","Harford County, Maryland",2010
"900","24025",3572,"85+","Harford County, Maryland",2010
"901","39153",71524,"55-64","Summit County, Ohio",2010
"902","39153",39456,"65-74","Summit County, Ohio",2010
"903","39153",27334,"75-84","Summit County, Ohio",2010
"904","39153",12178,"85+","Summit County, Ohio",2010
"905","13095",10972,"55-64","Dougherty County, Georgia",2010
"906","13095",6177,"65-74","Dougherty County, Georgia",2010
"907","13095",3866,"75-84","Dougherty County, Georgia",2010
"908","13095",1414,"85+","Dougherty County, Georgia",2010
"909","42077",42481,"55-64","Lehigh County, Pennsylvania",2010
"910","42077",25107,"65-74","Lehigh County, Pennsylvania",2010
"911","42077",18099,"75-84","Lehigh County, Pennsylvania",2010
"912","42077",8398,"85+","Lehigh County, Pennsylvania",2010
"913","45007",24163,"55-64","Anderson County, South Carolina",2010
"914","45007",16113,"65-74","Anderson County, South Carolina",2010
"915","45007",8901,"75-84","Anderson County, South Carolina",2010
"916","45007",3315,"85+","Anderson County, South Carolina",2010
"917","26161",39265,"55-64","Washtenaw County, Michigan",2010
"918","26161",19437,"65-74","Washtenaw County, Michigan",2010
"919","26161",10806,"75-84","Washtenaw County, Michigan",2010
"920","26161",4708,"85+","Washtenaw County, Michigan",2010
"921","01015",15109,"55-64","Calhoun County, Alabama",2010
"922","01015",9437,"65-74","Calhoun County, Alabama",2010
"923","01015",5749,"75-84","Calhoun County, Alabama",2010
"924","01015",1804,"85+","Calhoun County, Alabama",2010
"925","37021",32669,"55-64","Buncombe County, North Carolina",2010
"926","37021",20133,"65-74","Buncombe County, North Carolina",2010
"927","37021",12346,"75-84","Buncombe County, North Carolina",2010
"928","37021",5617,"85+","Buncombe County, North Carolina",2010
"929","13059",9185,"55-64","Clarke County, Georgia",2010
"930","13059",5414,"65-74","Clarke County, Georgia",2010
"931","13059",3116,"75-84","Clarke County, Georgia",2010
"932","13059",1422,"85+","Clarke County, Georgia",2010
"933","13121",94331,"55-64","Fulton County, Georgia",2010
"934","13121",47108,"65-74","Fulton County, Georgia",2010
"935","13121",24745,"75-84","Fulton County, Georgia",2010
"936","13121",11571,"85+","Fulton County, Georgia",2010
"937","34001",34101,"55-64","Atlantic County, New Jersey",2010
"938","34001",21088,"65-74","Atlantic County, New Jersey",2010
"939","34001",12602,"75-84","Atlantic County, New Jersey",2010
"940","34001",5212,"85+","Atlantic County, New Jersey",2010
"941","01081",13367,"55-64","Lee County, Alabama",2010
"942","01081",7527,"65-74","Lee County, Alabama",2010
"943","01081",3892,"75-84","Lee County, Alabama",2010
"944","01081",1297,"85+","Lee County, Alabama",2010
"945","13245",22437,"55-64","Richmond County, Georgia",2010
"946","13245",12665,"65-74","Richmond County, Georgia",2010
"947","13245",7399,"75-84","Richmond County, Georgia",2010
"948","13245",2648,"85+","Richmond County, Georgia",2010
"949","24510",68906,"55-64","Baltimore city, Maryland",2010
"950","24510",38552,"65-74","Baltimore city, Maryland",2010
"951","24510",23910,"75-84","Baltimore city, Maryland",2010
"952","24510",10350,"85+","Baltimore city, Maryland",2010
"953","26017",14942,"55-64","Bay County, Michigan",2010
"954","26017",9169,"65-74","Bay County, Michigan",2010
"955","26017",5607,"75-84","Bay County, Michigan",2010
"956","26017",2731,"85+","Bay County, Michigan",2010
"957","54081",11872,"55-64","Raleigh County, West Virginia",2010
"958","54081",6732,"65-74","Raleigh County, West Virginia",2010
"959","54081",4397,"75-84","Raleigh County, West Virginia",2010
"960","54081",1532,"85+","Raleigh County, West Virginia",2010
"961","01073",80661,"55-64","Jefferson County, Alabama",2010
"962","01073",44273,"65-74","Jefferson County, Alabama",2010
"963","01073",29627,"75-84","Jefferson County, Alabama",2010
"964","01073",12543,"85+","Jefferson County, Alabama",2010
"965","51121",8580,"55-64","Montgomery County, Virginia",2010
"966","51121",5098,"65-74","Montgomery County, Virginia",2010
"967","51121",2930,"75-84","Montgomery County, Virginia",2010
"968","51121",1200,"85+","Montgomery County, Virginia",2010
"969","18105",12989,"55-64","Monroe County, Indiana",2010
"970","18105",7354,"65-74","Monroe County, Indiana",2010
"971","18105",4650,"75-84","Monroe County, Indiana",2010
"972","18105",2043,"85+","Monroe County, Indiana",2010
"973","42037",8679,"55-64","Columbia County, Pennsylvania",2010
"974","42037",5492,"65-74","Columbia County, Pennsylvania",2010
"975","42037",3657,"75-84","Columbia County, Pennsylvania",2010
"976","42037",1662,"85+","Columbia County, Pennsylvania",2010
"977","12071",87192,"55-64","Lee County, Florida",2010
"978","12071",80910,"65-74","Lee County, Florida",2010
"979","12071",47595,"75-84","Lee County, Florida",2010
"980","12071",16601,"85+","Lee County, Florida",2010
"981","21227",12088,"55-64","Warren County, Kentucky",2010
"982","21227",7021,"65-74","Warren County, Kentucky",2010
"983","21227",3854,"75-84","Warren County, Kentucky",2010
"984","21227",1565,"85+","Warren County, Kentucky",2010
"985","09001",107039,"55-64","Fairfield County, Connecticut",2010
"986","09001",62341,"65-74","Fairfield County, Connecticut",2010
"987","09001",41272,"75-84","Fairfield County, Connecticut",2010
"988","09001",20462,"85+","Fairfield County, Connecticut",2010
"989","47163",22224,"55-64","Sullivan County, Tennessee",2010
"990","47163",16234,"65-74","Sullivan County, Tennessee",2010
"991","47163",9413,"75-84","Sullivan County, Tennessee",2010
"992","47163",3568,"85+","Sullivan County, Tennessee",2010
"993","13127",10535,"55-64","Glynn County, Georgia",2010
"994","13127",6899,"65-74","Glynn County, Georgia",2010
"995","13127",3676,"75-84","Glynn County, Georgia",2010
"996","13127",1401,"85+","Glynn County, Georgia",2010
"997","37001",17916,"55-64","Alamance County, North Carolina",2010
"998","37001",11428,"65-74","Alamance County, North Carolina",2010
"999","37001",7462,"75-84","Alamance County, North Carolina",2010
"1000","37001",3191,"85+","Alamance County, North Carolina",2010
"1001","39151",50813,"55-64","Stark County, Ohio",2010
"1002","39151",30919,"65-74","Stark County, Ohio",2010
"1003","39151",20609,"75-84","Stark County, Ohio",2010
"1004","39151",9450,"85+","Stark County, Ohio",2010
"1005","29031",8951,"55-64","Cape Girardeau County, Missouri",2010
"1006","29031",5457,"65-74","Cape Girardeau County, Missouri",2010
"1007","29031",3662,"75-84","Cape Girardeau County, Missouri",2010
"1008","29031",1715,"85+","Cape Girardeau County, Missouri",2010
"1009","17077",6255,"55-64","Jackson County, Illinois",2010
"1010","17077",3560,"65-74","Jackson County, Illinois",2010
"1011","17077",2352,"75-84","Jackson County, Illinois",2010
"1012","17077",1090,"85+","Jackson County, Illinois",2010
"1013","13015",11172,"55-64","Bartow County, Georgia",2010
"1014","13015",6464,"65-74","Bartow County, Georgia",2010
"1015","13015",3094,"75-84","Bartow County, Georgia",2010
"1016","13015",1053,"85+","Bartow County, Georgia",2010
"1017","54039",28429,"55-64","Kanawha County, West Virginia",2010
"1018","54039",16847,"65-74","Kanawha County, West Virginia",2010
"1019","54039",11151,"75-84","Kanawha County, West Virginia",2010
"1020","54039",4317,"85+","Kanawha County, West Virginia",2010
"1021","45019",43059,"55-64","Charleston County, South Carolina",2010
"1022","45019",25010,"65-74","Charleston County, South Carolina",2010
"1023","45019",13869,"75-84","Charleston County, South Carolina",2010
"1024","45019",5842,"85+","Charleston County, South Carolina",2010
"1025","37119",89800,"55-64","Mecklenburg County, North Carolina",2010
"1026","37119",45559,"65-74","Mecklenburg County, North Carolina",2010
"1027","37119",24965,"75-84","Mecklenburg County, North Carolina",2010
"1028","37119",10589,"85+","Mecklenburg County, North Carolina",2010
"1029","51540",3836,"55-64","Charlottesville city, Virginia",2010
"1030","51540",2120,"65-74","Charlottesville city, Virginia",2010
"1031","51540",1340,"75-84","Charlottesville city, Virginia",2010
"1032","51540",557,"85+","Charlottesville city, Virginia",2010
"1033","47065",44330,"55-64","Hamilton County, Tennessee",2010
"1034","47065",26273,"65-74","Hamilton County, Tennessee",2010
"1035","47065",16437,"75-84","Hamilton County, Tennessee",2010
"1036","47065",6705,"85+","Hamilton County, Tennessee",2010
"1037","39061",95939,"55-64","Hamilton County, Ohio",2010
"1038","39061",53330,"65-74","Hamilton County, Ohio",2010
"1039","39061",37147,"75-84","Hamilton County, Ohio",2010
"1040","39061",16386,"85+","Hamilton County, Ohio",2010
"1041","47125",14579,"55-64","Montgomery County, Tennessee",2010
"1042","47125",8181,"65-74","Montgomery County, Tennessee",2010
"1043","47125",4299,"75-84","Montgomery County, Tennessee",2010
"1044","47125",1311,"85+","Montgomery County, Tennessee",2010
"1045","39035",164111,"55-64","Cuyahoga County, Ohio",2010
"1046","39035",95606,"65-74","Cuyahoga County, Ohio",2010
"1047","39035",69514,"75-84","Cuyahoga County, Ohio",2010
"1048","39035",33421,"85+","Cuyahoga County, Ohio",2010
"1049","47011",11993,"55-64","Bradley County, Tennessee",2010
"1050","47011",8237,"65-74","Bradley County, Tennessee",2010
"1051","47011",4341,"75-84","Bradley County, Tennessee",2010
"1052","47011",1421,"85+","Bradley County, Tennessee",2010
"1053","45079",41145,"55-64","Richland County, South Carolina",2010
"1054","45079",21097,"65-74","Richland County, South Carolina",2010
"1055","45079",11782,"75-84","Richland County, South Carolina",2010
"1056","45079",4662,"85+","Richland County, South Carolina",2010
"1057","13215",20200,"55-64","Muscogee County, Georgia",2010
"1058","13215",11465,"65-74","Muscogee County, Georgia",2010
"1059","13215",7807,"75-84","Muscogee County, Georgia",2010
"1060","13215",2810,"85+","Muscogee County, Georgia",2010
"1061","18005",9395,"55-64","Bartholomew County, Indiana",2010
"1062","18005",5986,"65-74","Bartholomew County, Indiana",2010
"1063","18005",3372,"75-84","Bartholomew County, Indiana",2010
"1064","18005",1373,"85+","Bartholomew County, Indiana",2010
"1065","39049",121877,"55-64","Franklin County, Ohio",2010
"1066","39049",62634,"65-74","Franklin County, Ohio",2010
"1067","39049",37550,"75-84","Franklin County, Ohio",2010
"1068","39049",15522,"85+","Franklin County, Ohio",2010
"1069","37025",18863,"55-64","Cabarrus County, North Carolina",2010
"1070","37025",11396,"65-74","Cabarrus County, North Carolina",2010
"1071","37025",6182,"75-84","Cabarrus County, North Carolina",2010
"1072","37025",2507,"85+","Cabarrus County, North Carolina",2010
"1073","24001",9525,"55-64","Allegany County, Maryland",2010
"1074","24001",6806,"65-74","Allegany County, Maryland",2010
"1075","24001",4637,"75-84","Allegany County, Maryland",2010
"1076","24001",1959,"85+","Allegany County, Maryland",2010
"1077","13313",10486,"55-64","Whitfield County, Georgia",2010
"1078","13313",6669,"65-74","Whitfield County, Georgia",2010
"1079","13313",3578,"75-84","Whitfield County, Georgia",2010
"1080","13313",1198,"85+","Whitfield County, Georgia",2010
"1081","01003",24535,"55-64","Baldwin County, Alabama",2010
"1082","01003",17803,"65-74","Baldwin County, Alabama",2010
"1083","01003",9532,"75-84","Baldwin County, Alabama",2010
"1084","01003",3233,"85+","Baldwin County, Alabama",2010
"1085","39113",68063,"55-64","Montgomery County, Ohio",2010
"1086","39113",41434,"65-74","Montgomery County, Ohio",2010
"1087","39113",27839,"75-84","Montgomery County, Ohio",2010
"1088","39113",11768,"85+","Montgomery County, Ohio",2010
"1089","01103",14871,"55-64","Morgan County, Alabama",2010
"1090","01103",9675,"65-74","Morgan County, Alabama",2010
"1091","01103",5427,"75-84","Morgan County, Alabama",2010
"1092","01103",1769,"85+","Morgan County, Alabama",2010
"1093","12127",70686,"55-64","Volusia County, Florida",2010
"1094","12127",53767,"65-74","Volusia County, Florida",2010
"1095","12127",35872,"75-84","Volusia County, Florida",2010
"1096","12127",14650,"85+","Volusia County, Florida",2010
"1097","26163",218630,"55-64","Wayne County, Michigan",2010
"1098","26163",117555,"65-74","Wayne County, Michigan",2010
"1099","26163",78829,"75-84","Wayne County, Michigan",2010
"1100","26163",34319,"85+","Wayne County, Michigan",2010
"1101","01069",12631,"55-64","Houston County, Alabama",2010
"1102","01069",8168,"65-74","Houston County, Alabama",2010
"1103","01069",4829,"75-84","Houston County, Alabama",2010
"1104","01069",1678,"85+","Houston County, Alabama",2010
"1105","10001",18402,"55-64","Kent County, Delaware",2010
"1106","10001",12699,"65-74","Kent County, Delaware",2010
"1107","10001",6880,"75-84","Kent County, Delaware",2010
"1108","10001",2403,"85+","Kent County, Delaware",2010
"1109","37063",28116,"55-64","Durham County, North Carolina",2010
"1110","37063",14057,"65-74","Durham County, North Carolina",2010
"1111","37063",8166,"75-84","Durham County, North Carolina",2010
"1112","37063",3894,"85+","Durham County, North Carolina",2010
"1113","42089",21808,"55-64","Monroe County, Pennsylvania",2010
"1114","42089",12623,"65-74","Monroe County, Pennsylvania",2010
"1115","42089",6730,"75-84","Monroe County, Pennsylvania",2010
"1116","42089",2348,"85+","Monroe County, Pennsylvania",2010
"1117","21093",11433,"55-64","Hardin County, Kentucky",2010
"1118","21093",6610,"65-74","Hardin County, Kentucky",2010
"1119","21093",3682,"75-84","Hardin County, Kentucky",2010
"1120","21093",1316,"85+","Hardin County, Kentucky",2010
"1121","42049",35438,"55-64","Erie County, Pennsylvania",2010
"1122","42049",20427,"65-74","Erie County, Pennsylvania",2010
"1123","42049",13685,"75-84","Erie County, Pennsylvania",2010
"1124","42049",6712,"85+","Erie County, Pennsylvania",2010
"1125","18163",21864,"55-64","Vanderburgh County, Indiana",2010
"1126","18163",12736,"65-74","Vanderburgh County, Indiana",2010
"1127","18163",9067,"75-84","Vanderburgh County, Indiana",2010
"1128","18163",4093,"85+","Vanderburgh County, Indiana",2010
"1129","37051",30821,"55-64","Cumberland County, North Carolina",2010
"1130","37051",17604,"65-74","Cumberland County, North Carolina",2010
"1131","37051",9723,"75-84","Cumberland County, North Carolina",2010
"1132","37051",2873,"85+","Cumberland County, North Carolina",2010
"1133","26049",52676,"55-64","Genesee County, Michigan",2010
"1134","26049",30938,"65-74","Genesee County, Michigan",2010
"1135","26049",19792,"75-84","Genesee County, Michigan",2010
"1136","26049",7459,"85+","Genesee County, Michigan",2010
"1137","01077",12111,"55-64","Lauderdale County, Alabama",2010
"1138","01077",8520,"65-74","Lauderdale County, Alabama",2010
"1139","01077",5160,"75-84","Lauderdale County, Alabama",2010
"1140","01077",1873,"85+","Lauderdale County, Alabama",2010
"1141","45041",17617,"55-64","Florence County, South Carolina",2010
"1142","45041",10527,"65-74","Florence County, South Carolina",2010
"1143","45041",5458,"75-84","Florence County, South Carolina",2010
"1144","45041",2032,"85+","Florence County, South Carolina",2010
"1145","12091",21403,"55-64","Okaloosa County, Florida",2010
"1146","12091",14094,"65-74","Okaloosa County, Florida",2010
"1147","12091",8577,"75-84","Okaloosa County, Florida",2010
"1148","12091",2547,"85+","Okaloosa County, Florida",2010
"1149","24021",27453,"55-64","Frederick County, Maryland",2010
"1150","24021",14060,"65-74","Frederick County, Maryland",2010
"1151","24021",8097,"75-84","Frederick County, Maryland",2010
"1152","24021",3757,"85+","Frederick County, Maryland",2010
"1153","51630",2152,"55-64","Fredericksburg city, Virginia",2010
"1154","51630",1179,"65-74","Fredericksburg city, Virginia",2010
"1155","51630",840,"75-84","Fredericksburg city, Virginia",2010
"1156","51630",394,"85+","Fredericksburg city, Virginia",2010
"1157","01055",14147,"55-64","Etowah County, Alabama",2010
"1158","01055",9097,"65-74","Etowah County, Alabama",2010
"1159","01055",5475,"75-84","Etowah County, Alabama",2010
"1160","01055",1936,"85+","Etowah County, Alabama",2010
"1161","12001",27171,"55-64","Alachua County, Florida",2010
"1162","12001",14580,"65-74","Alachua County, Florida",2010
"1163","12001",8375,"75-84","Alachua County, Florida",2010
"1164","12001",3672,"85+","Alachua County, Florida",2010
"1165","13139",18801,"55-64","Hall County, Georgia",2010
"1166","13139",11571,"65-74","Hall County, Georgia",2010
"1167","13139",6246,"75-84","Hall County, Georgia",2010
"1168","13139",2193,"85+","Hall County, Georgia",2010
"1169","37071",25833,"55-64","Gaston County, North Carolina",2010
"1170","37071",15308,"65-74","Gaston County, North Carolina",2010
"1171","37071",8865,"75-84","Gaston County, North Carolina",2010
"1172","37071",3121,"85+","Gaston County, North Carolina",2010
"1173","37191",14436,"55-64","Wayne County, North Carolina",2010
"1174","37191",9100,"65-74","Wayne County, North Carolina",2010
"1175","37191",5288,"75-84","Wayne County, North Carolina",2010
"1176","37191",1690,"85+","Wayne County, North Carolina",2010
"1177","37081",56106,"55-64","Guilford County, North Carolina",2010
"1178","37081",32201,"65-74","Guilford County, North Carolina",2010
"1179","37081",19761,"75-84","Guilford County, North Carolina",2010
"1180","37081",8161,"85+","Guilford County, North Carolina",2010
"1181","37147",17172,"55-64","Pitt County, North Carolina",2010
"1182","37147",9307,"65-74","Pitt County, North Carolina",2010
"1183","37147",5262,"75-84","Pitt County, North Carolina",2010
"1184","37147",2050,"85+","Pitt County, North Carolina",2010
"1185","45045",53105,"55-64","Greenville County, South Carolina",2010
"1186","45045",32627,"65-74","Greenville County, South Carolina",2010
"1187","45045",17804,"75-84","Greenville County, South Carolina",2010
"1188","45045",7150,"85+","Greenville County, South Carolina",2010
"1189","28047",21301,"55-64","Harrison County, Mississippi",2010
"1190","28047",12707,"65-74","Harrison County, Mississippi",2010
"1191","28047",6993,"75-84","Harrison County, Mississippi",2010
"1192","28047",2252,"85+","Harrison County, Mississippi",2010
"1193","24043",17803,"55-64","Washington County, Maryland",2010
"1194","24043",10969,"65-74","Washington County, Maryland",2010
"1195","24043",7076,"75-84","Washington County, Maryland",2010
"1196","24043",3059,"85+","Washington County, Maryland",2010
"1197","51660",3057,"55-64","Harrisonburg city, Virginia",2010
"1198","51660",1829,"65-74","Harrisonburg city, Virginia",2010
"1199","51660",1435,"75-84","Harrisonburg city, Virginia",2010
"1200","51660",769,"85+","Harrisonburg city, Virginia",2010
"1201","28035",7444,"55-64","Forrest County, Mississippi",2010
"1202","28035",4658,"65-74","Forrest County, Mississippi",2010
"1203","28035",2869,"75-84","Forrest County, Mississippi",2010
"1204","28035",1137,"85+","Forrest County, Mississippi",2010
"1205","42079",43035,"55-64","Luzerne County, Pennsylvania",2010
"1206","42079",27544,"65-74","Luzerne County, Pennsylvania",2010
"1207","42079",20517,"75-84","Luzerne County, Pennsylvania",2010
"1208","42079",9534,"85+","Luzerne County, Pennsylvania",2010
"1209","37035",19816,"55-64","Catawba County, North Carolina",2010
"1210","37035",12349,"65-74","Catawba County, North Carolina",2010
"1211","37035",6850,"75-84","Catawba County, North Carolina",2010
"1212","37035",2574,"85+","Catawba County, North Carolina",2010
"1213","45013",22159,"55-64","Beaufort County, South Carolina",2010
"1214","45013",20137,"65-74","Beaufort County, South Carolina",2010
"1215","45013",9698,"75-84","Beaufort County, South Carolina",2010
"1216","45013",3197,"85+","Beaufort County, South Carolina",2010
"1217","13179",5325,"55-64","Liberty County, Georgia",2010
"1218","13179",2654,"65-74","Liberty County, Georgia",2010
"1219","13179",1019,"75-84","Liberty County, Georgia",2010
"1220","13179",298,"85+","Liberty County, Georgia",2010
"1221","12017",23501,"55-64","Citrus County, Florida",2010
"1222","12017",24597,"65-74","Citrus County, Florida",2010
"1223","12017",15166,"75-84","Citrus County, Florida",2010
"1224","12017",5278,"85+","Citrus County, Florida",2010
"1225","54011",12517,"55-64","Cabell County, West Virginia",2010
"1226","54011",8015,"65-74","Cabell County, West Virginia",2010
"1227","54011",5326,"75-84","Cabell County, West Virginia",2010
"1228","54011",2023,"85+","Cabell County, West Virginia",2010
"1229","01089",37721,"55-64","Madison County, Alabama",2010
"1230","01089",23151,"65-74","Madison County, Alabama",2010
"1231","01089",13284,"75-84","Madison County, Alabama",2010
"1232","01089",4438,"85+","Madison County, Alabama",2010
"1233","26075",20646,"55-64","Jackson County, Michigan",2010
"1234","26075",11922,"65-74","Jackson County, Michigan",2010
"1235","26075",7453,"75-84","Jackson County, Michigan",2010
"1236","26075",3304,"85+","Jackson County, Michigan",2010
"1237","47113",11925,"55-64","Madison County, Tennessee",2010
"1238","47113",7048,"65-74","Madison County, Tennessee",2010
"1239","47113",4216,"75-84","Madison County, Tennessee",2010
"1240","47113",1668,"85+","Madison County, Tennessee",2010
"1241","12031",99765,"55-64","Duval County, Florida",2010
"1242","12031",53263,"65-74","Duval County, Florida",2010
"1243","12031",30136,"75-84","Duval County, Florida",2010
"1244","12031",12770,"85+","Duval County, Florida",2010
"1245","37133",13024,"55-64","Onslow County, North Carolina",2010
"1246","37133",7943,"65-74","Onslow County, North Carolina",2010
"1247","37133",4119,"75-84","Onslow County, North Carolina",2010
"1248","37133",1200,"85+","Onslow County, North Carolina",2010
"1249","47179",15796,"55-64","Washington County, Tennessee",2010
"1250","47179",10518,"65-74","Washington County, Tennessee",2010
"1251","47179",5903,"75-84","Washington County, Tennessee",2010
"1252","47179",2340,"85+","Washington County, Tennessee",2010
"1253","12097",28736,"55-64","Osceola County, Florida",2010
"1254","12097",17613,"65-74","Osceola County, Florida",2010
"1255","12097",8990,"75-84","Osceola County, Florida",2010
"1256","12097",3053,"85+","Osceola County, Florida",2010
"1257","47093",52238,"55-64","Knox County, Tennessee",2010
"1258","47093",30730,"65-74","Knox County, Tennessee",2010
"1259","47093",18418,"75-84","Knox County, Tennessee",2010
"1260","47093",7343,"85+","Knox County, Tennessee",2010
"1261","12069",39612,"55-64","Lake County, Florida",2010
"1262","12069",39112,"65-74","Lake County, Florida",2010
"1263","12069",24330,"75-84","Lake County, Florida",2010
"1264","12069",8383,"85+","Lake County, Florida",2010
"1265","12105",74244,"55-64","Polk County, Florida",2010
"1266","12105",60758,"65-74","Polk County, Florida",2010
"1267","12105",35544,"75-84","Polk County, Florida",2010
"1268","12105",11994,"85+","Polk County, Florida",2010
"1269","42071",61992,"55-64","Lancaster County, Pennsylvania",2010
"1270","42071",38240,"65-74","Lancaster County, Pennsylvania",2010
"1271","42071",26694,"75-84","Lancaster County, Pennsylvania",2010
"1272","42071",12846,"85+","Lancaster County, Pennsylvania",2010
"1273","26065",31489,"55-64","Ingham County, Michigan",2010
"1274","26065",15600,"65-74","Ingham County, Michigan",2010
"1275","26065",9472,"75-84","Ingham County, Michigan",2010
"1276","26065",4341,"85+","Ingham County, Michigan",2010
"1277","42075",17368,"55-64","Lebanon County, Pennsylvania",2010
"1278","42075",11371,"65-74","Lebanon County, Pennsylvania",2010
"1279","42075",7736,"75-84","Lebanon County, Pennsylvania",2010
"1280","42075",3622,"85+","Lebanon County, Pennsylvania",2010
"1281","21067",31870,"55-64","Fayette County, Kentucky",2010
"1282","21067",16943,"65-74","Fayette County, Kentucky",2010
"1283","21067",9892,"75-84","Fayette County, Kentucky",2010
"1284","21067",4303,"85+","Fayette County, Kentucky",2010
"1285","24037",11258,"55-64","St. Mary's County, Maryland",2010
"1286","24037",6302,"65-74","St. Mary's County, Maryland",2010
"1287","24037",3194,"75-84","St. Mary's County, Maryland",2010
"1288","24037",1285,"85+","St. Mary's County, Maryland",2010
"1289","39003",13431,"55-64","Allen County, Ohio",2010
"1290","39003",7928,"65-74","Allen County, Ohio",2010
"1291","39003",5298,"75-84","Allen County, Ohio",2010
"1292","39003",2471,"85+","Allen County, Ohio",2010
"1293","39093",39568,"55-64","Lorain County, Ohio",2010
"1294","39093",22928,"65-74","Lorain County, Ohio",2010
"1295","39093",14207,"75-84","Lorain County, Ohio",2010
"1296","39093",5996,"85+","Lorain County, Ohio",2010
"1297","21111",91401,"55-64","Jefferson County, Kentucky",2010
"1298","21111",51062,"65-74","Jefferson County, Kentucky",2010
"1299","21111",33979,"75-84","Jefferson County, Kentucky",2010
"1300","21111",14054,"85+","Jefferson County, Kentucky",2010
"1301","51680",7591,"55-64","Lynchburg city, Virginia",2010
"1302","51680",4893,"65-74","Lynchburg city, Virginia",2010
"1303","51680",3632,"75-84","Lynchburg city, Virginia",2010
"1304","51680",2031,"85+","Lynchburg city, Virginia",2010
"1305","13021",18449,"55-64","Bibb County, Georgia",2010
"1306","13021",10462,"65-74","Bibb County, Georgia",2010
"1307","13021",6602,"75-84","Bibb County, Georgia",2010
"1308","13021",2625,"85+","Bibb County, Georgia",2010
"1309","39139",16557,"55-64","Richland County, Ohio",2010
"1310","39139",10571,"65-74","Richland County, Ohio",2010
"1311","39139",6928,"75-84","Richland County, Ohio",2010
"1312","39139",2761,"85+","Richland County, Ohio",2010
"1313","12086",271873,"55-64","Miami-Dade County, Florida",2010
"1314","12086",186976,"65-74","Miami-Dade County, Florida",2010
"1315","12086",119171,"75-84","Miami-Dade County, Florida",2010
"1316","12086",45866,"85+","Miami-Dade County, Florida",2010
"1317","36071",42047,"55-64","Orange County, New York",2010
"1318","36071",22454,"65-74","Orange County, New York",2010
"1319","36071",12943,"75-84","Orange County, New York",2010
"1320","36071",5588,"85+","Orange County, New York",2010
"1321","39017",42892,"55-64","Butler County, Ohio",2010
"1322","39017",23034,"65-74","Butler County, Ohio",2010
"1323","39017",14312,"75-84","Butler County, Ohio",2010
"1324","39017",5138,"85+","Butler County, Ohio",2010
"1325","26111",10491,"55-64","Midland County, Michigan",2010
"1326","26111",6436,"65-74","Midland County, Michigan",2010
"1327","26111",4164,"75-84","Midland County, Michigan",2010
"1328","26111",1784,"85+","Midland County, Michigan",2010
"1329","01097",49790,"55-64","Mobile County, Alabama",2010
"1330","01097",29985,"65-74","Mobile County, Alabama",2010
"1331","01097",16960,"75-84","Mobile County, Alabama",2010
"1332","01097",6376,"85+","Mobile County, Alabama",2010
"1333","42129",53991,"55-64","Westmoreland County, Pennsylvania",2010
"1334","42129",33729,"65-74","Westmoreland County, Pennsylvania",2010
"1335","42129",24392,"75-84","Westmoreland County, Pennsylvania",2010
"1336","42129",10756,"85+","Westmoreland County, Pennsylvania",2010
"1337","26115",20246,"55-64","Monroe County, Michigan",2010
"1338","26115",11171,"65-74","Monroe County, Michigan",2010
"1339","26115",6612,"75-84","Monroe County, Michigan",2010
"1340","26115",2609,"85+","Monroe County, Michigan",2010
"1341","01101",25794,"55-64","Montgomery County, Alabama",2010
"1342","01101",14768,"65-74","Montgomery County, Alabama",2010
"1343","01101",9089,"75-84","Montgomery County, Alabama",2010
"1344","01101",3564,"85+","Montgomery County, Alabama",2010
"1345","54061",9845,"55-64","Monongalia County, West Virginia",2010
"1346","54061",5310,"65-74","Monongalia County, West Virginia",2010
"1347","54061",3233,"75-84","Monongalia County, West Virginia",2010
"1348","54061",1283,"85+","Monongalia County, West Virginia",2010
"1349","47063",7872,"55-64","Hamblen County, Tennessee",2010
"1350","47063",5759,"65-74","Hamblen County, Tennessee",2010
"1351","47063",3118,"75-84","Hamblen County, Tennessee",2010
"1352","47063",1041,"85+","Hamblen County, Tennessee",2010
"1353","47149",24671,"55-64","Rutherford County, Tennessee",2010
"1354","47149",12970,"65-74","Rutherford County, Tennessee",2010
"1355","47149",6346,"75-84","Rutherford County, Tennessee",2010
"1356","47149",2250,"85+","Rutherford County, Tennessee",2010
"1357","45051",38526,"55-64","Horry County, South Carolina",2010
"1358","45051",28382,"65-74","Horry County, South Carolina",2010
