"","county_fips","population","age_group","county","year"
"1359","45051",13675,"75-84","Horry County, South Carolina",2010
"1360","45051",4013,"85+","Horry County, South Carolina",2010
"1361","47037",67274,"55-64","Davidson County, Tennessee",2010
"1362","47037",34993,"65-74","Davidson County, Tennessee",2010
"1363","47037",21470,"75-84","Davidson County, Tennessee",2010
"1364","47037",8940,"85+","Davidson County, Tennessee",2010
"1365","39089",20904,"55-64","Licking County, Ohio",2010
"1366","39089",12666,"65-74","Licking County, Ohio",2010
"1367","39089",6875,"75-84","Licking County, Ohio",2010
"1368","39089",2546,"85+","Licking County, Ohio",2010
"1369","37049",12356,"55-64","Craven County, North Carolina",2010
"1370","37049",8740,"65-74","Craven County, North Carolina",2010
"1371","37049",5243,"75-84","Craven County, North Carolina",2010
"1372","37049",1827,"85+","Craven County, North Carolina",2010
"1373","36081",253676,"55-64","Queens County, New York",2010
"1374","36081",150624,"65-74","Queens County, New York",2010
"1375","36081",93347,"75-84","Queens County, New York",2010
"1376","36081",42175,"85+","Queens County, New York",2010
"1377","12115",58335,"55-64","Sarasota County, Florida",2010
"1378","12115",58323,"65-74","Sarasota County, Florida",2010
"1379","12115",41878,"75-84","Sarasota County, Florida",2010
"1380","12115",18026,"85+","Sarasota County, Florida",2010
"1381","12083",46001,"55-64","Marion County, Florida",2010
"1382","12083",47094,"65-74","Marion County, Florida",2010
"1383","12083",28822,"75-84","Marion County, Florida",2010
"1384","12083",9402,"85+","Marion County, Florida",2010
"1385","12095",114291,"55-64","Orange County, Florida",2010
"1386","12095",62011,"65-74","Orange County, Florida",2010
"1387","12095",35392,"75-84","Orange County, Florida",2010
"1388","12095",13516,"85+","Orange County, Florida",2010
"1389","21059",12075,"55-64","Daviess County, Kentucky",2010
"1390","21059",7414,"65-74","Daviess County, Kentucky",2010
"1391","21059",4756,"75-84","Daviess County, Kentucky",2010
"1392","21059",1948,"85+","Daviess County, Kentucky",2010
"1393","12009",74652,"55-64","Brevard County, Florida",2010
"1394","12009",57686,"65-74","Brevard County, Florida",2010
"1395","12009",38925,"75-84","Brevard County, Florida",2010
"1396","12009",14101,"85+","Brevard County, Florida",2010
"1397","12035",14825,"55-64","Flagler County, Florida",2010
"1398","12035",13593,"65-74","Flagler County, Florida",2010
"1399","12035",7405,"75-84","Flagler County, Florida",2010
"1400","12035",2407,"85+","Flagler County, Florida",2010
"1401","12005",20901,"55-64","Bay County, Florida",2010
"1402","12005",13678,"65-74","Bay County, Florida",2010
"1403","12005",8047,"75-84","Bay County, Florida",2010
"1404","12005",2834,"85+","Bay County, Florida",2010
"1405","54107",12085,"55-64","Wood County, West Virginia",2010
"1406","54107",8243,"65-74","Wood County, West Virginia",2010
"1407","54107",4693,"75-84","Wood County, West Virginia",2010
"1408","54107",1782,"85+","Wood County, West Virginia",2010
"1409","28059",16680,"55-64","Jackson County, Mississippi",2010
"1410","28059",10499,"65-74","Jackson County, Mississippi",2010
"1411","28059",5254,"75-84","Jackson County, Mississippi",2010
"1412","28059",1588,"85+","Jackson County, Mississippi",2010
"1413","12033",36661,"55-64","Escambia County, Florida",2010
"1414","12033",23484,"65-74","Escambia County, Florida",2010
"1415","12033",14116,"75-84","Escambia County, Florida",2010
"1416","12033",5329,"85+","Escambia County, Florida",2010
"1417","42101",160808,"55-64","Philadelphia County, Pennsylvania",2010
"1418","42101",94764,"65-74","Philadelphia County, Pennsylvania",2010
"1419","42101",62434,"75-84","Philadelphia County, Pennsylvania",2010
"1420","42101",28111,"85+","Philadelphia County, Pennsylvania",2010
"1421","42003",162705,"55-64","Allegheny County, Pennsylvania",2010
"1422","42003",95684,"65-74","Allegheny County, Pennsylvania",2010
"1423","42003",74259,"75-84","Allegheny County, Pennsylvania",2010
"1424","42003",35116,"85+","Allegheny County, Pennsylvania",2010
"1425","26147",21986,"55-64","St. Clair County, Michigan",2010
"1426","26147",12894,"65-74","St. Clair County, Michigan",2010
"1427","26147",7565,"75-84","St. Clair County, Michigan",2010
"1428","26147",3212,"85+","St. Clair County, Michigan",2010
"1429","12111",34944,"55-64","St. Lucie County, Florida",2010
"1430","12111",29395,"65-74","St. Lucie County, Florida",2010
"1431","12111",19384,"75-84","St. Lucie County, Florida",2010
"1432","12111",6599,"85+","St. Lucie County, Florida",2010
"1433","42091",99952,"55-64","Montgomery County, Pennsylvania",2010
"1434","42091",58492,"65-74","Montgomery County, Pennsylvania",2010
"1435","42091",41620,"75-84","Montgomery County, Pennsylvania",2010
"1436","42091",20615,"85+","Montgomery County, Pennsylvania",2010
"1437","36027",37122,"55-64","Dutchess County, New York",2010
"1438","36027",21435,"65-74","Dutchess County, New York",2010
"1439","36027",13298,"75-84","Dutchess County, New York",2010
"1440","36027",5571,"85+","Dutchess County, New York",2010
"1441","37183",88597,"55-64","Wake County, North Carolina",2010
"1442","37183",44391,"65-74","Wake County, North Carolina",2010
"1443","37183",22804,"75-84","Wake County, North Carolina",2010
"1444","37183",9354,"85+","Wake County, North Carolina",2010
"1445","42011",49902,"55-64","Berks County, Pennsylvania",2010
"1446","42011",29576,"65-74","Berks County, Pennsylvania",2010
"1447","42011",20789,"75-84","Berks County, Pennsylvania",2010
"1448","42011",9193,"85+","Berks County, Pennsylvania",2010
"1449","51760",22163,"55-64","Richmond city, Virginia",2010
"1450","51760",11400,"65-74","Richmond city, Virginia",2010
"1451","51760",7380,"75-84","Richmond city, Virginia",2010
"1452","51760",3839,"85+","Richmond city, Virginia",2010
"1453","51770",12324,"55-64","Roanoke city, Virginia",2010
"1454","51770",6634,"65-74","Roanoke city, Virginia",2010
"1455","51770",4739,"75-84","Roanoke city, Virginia",2010
"1456","51770",2463,"85+","Roanoke city, Virginia",2010
"1457","45091",26546,"55-64","York County, South Carolina",2010
"1458","45091",15250,"65-74","York County, South Carolina",2010
"1459","45091",7604,"75-84","York County, South Carolina",2010
"1460","45091",2772,"85+","York County, South Carolina",2010
"1461","37127",12978,"55-64","Nash County, North Carolina",2010
"1462","37127",7474,"65-74","Nash County, North Carolina",2010
"1463","37127",4325,"75-84","Nash County, North Carolina",2010
"1464","37127",1594,"85+","Nash County, North Carolina",2010
"1465","13115",11541,"55-64","Floyd County, Georgia",2010
"1466","13115",7439,"65-74","Floyd County, Georgia",2010
"1467","13115",4538,"75-84","Floyd County, Georgia",2010
"1468","13115",1725,"85+","Floyd County, Georgia",2010
"1469","26145",26112,"55-64","Saginaw County, Michigan",2010
"1470","26145",16031,"65-74","Saginaw County, Michigan",2010
"1471","26145",10138,"75-84","Saginaw County, Michigan",2010
"1472","26145",4432,"85+","Saginaw County, Michigan",2010
"1473","12109",26669,"55-64","St. Johns County, Florida",2010
"1474","12109",16708,"65-74","St. Johns County, Florida",2010
"1475","12109",9408,"75-84","St. Johns County, Florida",2010
"1476","12109",3677,"85+","St. Johns County, Florida",2010
"1477","24045",11623,"55-64","Wicomico County, Maryland",2010
"1478","24045",6866,"65-74","Wicomico County, Maryland",2010
"1479","24045",4210,"75-84","Wicomico County, Maryland",2010
"1480","24045",1771,"85+","Wicomico County, Maryland",2010
"1481","13051",29948,"55-64","Chatham County, Georgia",2010
"1482","13051",18028,"65-74","Chatham County, Georgia",2010
"1483","13051",10441,"75-84","Chatham County, Georgia",2010
"1484","13051",4395,"85+","Chatham County, Georgia",2010
"1485","42069",28645,"55-64","Lackawanna County, Pennsylvania",2010
"1486","42069",17980,"65-74","Lackawanna County, Pennsylvania",2010
"1487","42069",13289,"75-84","Lackawanna County, Pennsylvania",2010
"1488","42069",6626,"85+","Lackawanna County, Pennsylvania",2010
"1489","12061",19833,"55-64","Indian River County, Florida",2010
"1490","12061",18036,"65-74","Indian River County, Florida",2010
"1491","12061",13790,"75-84","Indian River County, Florida",2010
"1492","12061",5678,"85+","Indian River County, Florida",2010
"1493","12055",13322,"55-64","Highlands County, Florida",2010
"1494","12055",16367,"65-74","Highlands County, Florida",2010
"1495","12055",11294,"75-84","Highlands County, Florida",2010
"1496","12055",4161,"85+","Highlands County, Florida",2010
"1497","26125",158272,"55-64","Oakland County, Michigan",2010
"1498","26125",84103,"65-74","Oakland County, Michigan",2010
"1499","26125",51264,"75-84","Oakland County, Michigan",2010
"1500","26125",23757,"85+","Oakland County, Michigan",2010
"1501","45083",35187,"55-64","Spartanburg County, South Carolina",2010
"1502","45083",22066,"65-74","Spartanburg County, South Carolina",2010
"1503","45083",11736,"75-84","Spartanburg County, South Carolina",2010
"1504","45083",4425,"85+","Spartanburg County, South Carolina",2010
"1505","17167",26012,"55-64","Sangamon County, Illinois",2010
"1506","17167",14307,"65-74","Sangamon County, Illinois",2010
"1507","17167",9000,"75-84","Sangamon County, Illinois",2010
"1508","17167",4055,"85+","Sangamon County, Illinois",2010
"1509","39023",18766,"55-64","Clark County, Ohio",2010
"1510","39023",11928,"65-74","Clark County, Ohio",2010
"1511","39023",7284,"75-84","Clark County, Ohio",2010
"1512","39023",3210,"85+","Clark County, Ohio",2010
"1513","12053",24471,"55-64","Hernando County, Florida",2010
"1514","12053",23233,"65-74","Hernando County, Florida",2010
"1515","12053",15780,"75-84","Hernando County, Florida",2010
"1516","12053",5510,"85+","Hernando County, Florida",2010
"1517","51790",3162,"55-64","Staunton city, Virginia",2010
"1518","51790",2320,"65-74","Staunton city, Virginia",2010
"1519","51790",1657,"75-84","Staunton city, Virginia",2010
"1520","51790",713,"85+","Staunton city, Virginia",2010
"1521","45085",12143,"55-64","Sumter County, South Carolina",2010
"1522","45085",7883,"65-74","Sumter County, South Carolina",2010
"1523","45085",4323,"75-84","Sumter County, South Carolina",2010
"1524","45085",1715,"85+","Sumter County, South Carolina",2010
"1525","12073",29730,"55-64","Leon County, Florida",2010
"1526","12073",14633,"65-74","Leon County, Florida",2010
"1527","12073",7930,"75-84","Leon County, Florida",2010
"1528","12073",3417,"85+","Leon County, Florida",2010
"1529","12057",134661,"55-64","Hillsborough County, Florida",2010
"1530","12057",79772,"65-74","Hillsborough County, Florida",2010
"1531","12057",46900,"75-84","Hillsborough County, Florida",2010
"1532","12057",18565,"85+","Hillsborough County, Florida",2010
"1533","18167",12726,"55-64","Vigo County, Indiana",2010
"1534","18167",7476,"65-74","Vigo County, Indiana",2010
"1535","18167",4813,"75-84","Vigo County, Indiana",2010
"1536","18167",2222,"85+","Vigo County, Indiana",2010
"1537","39095",54387,"55-64","Lucas County, Ohio",2010
"1538","39095",29423,"65-74","Lucas County, Ohio",2010
"1539","39095",19789,"75-84","Lucas County, Ohio",2010
"1540","39095",8597,"85+","Lucas County, Ohio",2010
"1541","34021",42834,"55-64","Mercer County, New Jersey",2010
"1542","34021",23570,"65-74","Mercer County, New Jersey",2010
"1543","34021",15444,"75-84","Mercer County, New Jersey",2010
"1544","34021",7333,"85+","Mercer County, New Jersey",2010
"1545","01125",20863,"55-64","Tuscaloosa County, Alabama",2010
"1546","01125",11349,"65-74","Tuscaloosa County, Alabama",2010
"1547","01125",7185,"75-84","Tuscaloosa County, Alabama",2010
"1548","01125",2516,"85+","Tuscaloosa County, Alabama",2010
"1549","42051",19826,"55-64","Fayette County, Pennsylvania",2010
"1550","42051",12200,"65-74","Fayette County, Pennsylvania",2010
"1551","42051",8518,"75-84","Fayette County, Pennsylvania",2010
"1552","42051",3862,"85+","Fayette County, Pennsylvania",2010
"1553","13185",10312,"55-64","Lowndes County, Georgia",2010
"1554","13185",6178,"65-74","Lowndes County, Georgia",2010
"1555","13185",3371,"75-84","Lowndes County, Georgia",2010
"1556","13185",1144,"85+","Lowndes County, Georgia",2010
"1557","34009",15285,"55-64","Cape May County, New Jersey",2010
"1558","34009",11036,"65-74","Cape May County, New Jersey",2010
"1559","34009",7096,"75-84","Cape May County, New Jersey",2010
"1560","34009",2845,"85+","Cape May County, New Jersey",2010
"1561","34011",17430,"55-64","Cumberland County, New Jersey",2010
"1562","34011",10555,"65-74","Cumberland County, New Jersey",2010
"1563","34011",6350,"75-84","Cumberland County, New Jersey",2010
"1564","34011",2890,"85+","Cumberland County, New Jersey",2010
"1565","51810",47503,"55-64","Virginia Beach city, Virginia",2010
"1566","51810",25916,"65-74","Virginia Beach city, Virginia",2010
"1567","51810",14889,"75-84","Virginia Beach city, Virginia",2010
"1568","51810",5630,"85+","Virginia Beach city, Virginia",2010
"1569","24017",15906,"55-64","Charles County, Maryland",2010
"1570","24017",8558,"65-74","Charles County, Maryland",2010
"1571","24017",3877,"75-84","Charles County, Maryland",2010
"1572","24017",1417,"85+","Charles County, Maryland",2010
"1573","13153",14390,"55-64","Houston County, Georgia",2010
"1574","13153",8463,"65-74","Houston County, Georgia",2010
"1575","13153",4706,"75-84","Houston County, Georgia",2010
"1576","13153",1402,"85+","Houston County, Georgia",2010
"1577","11001",63977,"55-64","District of Columbia, District of Columbia",2010
"1578","11001",36969,"65-74","District of Columbia, District of Columbia",2010
"1579","11001",21525,"75-84","District of Columbia, District of Columbia",2010
"1580","11001",10315,"85+","District of Columbia, District of Columbia",2010
"1581","54029",4797,"55-64","Hancock County, West Virginia",2010
"1582","54029",2851,"65-74","Hancock County, West Virginia",2010
"1583","54029",2102,"75-84","Hancock County, West Virginia",2010
"1584","54029",801,"85+","Hancock County, West Virginia",2010
"1585","24013",21293,"55-64","Carroll County, Maryland",2010
"1586","24013",11895,"65-74","Carroll County, Maryland",2010
"1587","24013",6894,"75-84","Carroll County, Maryland",2010
"1588","24013",3020,"85+","Carroll County, Maryland",2010
"1589","54069",6577,"55-64","Ohio County, West Virginia",2010
"1590","54069",3873,"65-74","Ohio County, West Virginia",2010
"1591","54069",2975,"75-84","Ohio County, West Virginia",2010
"1592","54069",1365,"85+","Ohio County, West Virginia",2010
"1593","51830",1203,"55-64","Williamsburg city, Virginia",2010
"1594","51830",1071,"65-74","Williamsburg city, Virginia",2010
"1595","51830",603,"75-84","Williamsburg city, Virginia",2010
"1596","51830",205,"85+","Williamsburg city, Virginia",2010
"1597","37129",25139,"55-64","New Hanover County, North Carolina",2010
"1598","37129",15583,"65-74","New Hanover County, North Carolina",2010
"1599","37129",8836,"75-84","New Hanover County, North Carolina",2010
"1600","37129",3673,"85+","New Hanover County, North Carolina",2010
"1601","51840",2844,"55-64","Winchester city, Virginia",2010
"1602","51840",1766,"65-74","Winchester city, Virginia",2010
"1603","51840",1363,"75-84","Winchester city, Virginia",2010
"1604","51840",547,"85+","Winchester city, Virginia",2010
"1605","42133",55773,"55-64","York County, Pennsylvania",2010
"1606","42133",32701,"65-74","York County, Pennsylvania",2010
"1607","42133",19977,"75-84","York County, Pennsylvania",2010
"1608","42133",8379,"85+","York County, Pennsylvania",2010
"1609","39099",33766,"55-64","Mahoning County, Ohio",2010
"1610","39099",19931,"65-74","Mahoning County, Ohio",2010
"1611","39099",15401,"75-84","Mahoning County, Ohio",2010
"1612","39099",7370,"85+","Mahoning County, Ohio",2010
"1613","12101",60763,"55-64","Pasco County, Florida",2010
"1614","12101",50870,"65-74","Pasco County, Florida",2010
"1615","12101",32822,"75-84","Pasco County, Florida",2010
"1616","12101",12553,"85+","Pasco County, Florida",2010
"1617","72005",7725,"55-64","Aguadilla Municipio, Puerto Rico",2010
"1618","72005",5671,"65-74","Aguadilla Municipio, Puerto Rico",2010
"1619","72005",2849,"75-84","Aguadilla Municipio, Puerto Rico",2010
"1620","72005",904,"85+","Aguadilla Municipio, Puerto Rico",2010
"1621","36001",38900,"55-64","Albany County, New York",2010
"1622","36001",20644,"65-74","Albany County, New York",2010
"1623","36001",14570,"75-84","Albany County, New York",2010
"1624","36001",7100,"85+","Albany County, New York",2010
"1625","42013",17418,"55-64","Blair County, Pennsylvania",2010
"1626","42013",11026,"65-74","Blair County, Pennsylvania",2010
"1627","42013",7850,"75-84","Blair County, Pennsylvania",2010
"1628","42013",3651,"85+","Blair County, Pennsylvania",2010
"1629","72013",11757,"55-64","Arecibo Municipio, Puerto Rico",2010
"1630","72013",9037,"65-74","Arecibo Municipio, Puerto Rico",2010
"1631","72013",4920,"75-84","Arecibo Municipio, Puerto Rico",2010
"1632","72013",1770,"85+","Arecibo Municipio, Puerto Rico",2010
"1633","36007",25201,"55-64","Broome County, New York",2010
"1634","36007",15668,"65-74","Broome County, New York",2010
"1635","36007",11539,"75-84","Broome County, New York",2010
"1636","36007",5637,"85+","Broome County, New York",2010
"1637","25025",66988,"55-64","Suffolk County, Massachusetts",2010
"1638","25025",39594,"65-74","Suffolk County, Massachusetts",2010
"1639","25025",24814,"75-84","Suffolk County, Massachusetts",2010
"1640","25025",11318,"85+","Suffolk County, Massachusetts",2010
"1641","36029",116568,"55-64","Erie County, New York",2010
"1642","36029",69929,"65-74","Erie County, New York",2010
"1643","36029",50828,"75-84","Erie County, New York",2010
"1644","36029",23607,"85+","Erie County, New York",2010
"1645","42055",18672,"55-64","Franklin County, Pennsylvania",2010
"1646","42055",12932,"65-74","Franklin County, Pennsylvania",2010
"1647","42055",8326,"75-84","Franklin County, Pennsylvania",2010
"1648","42055",3421,"85+","Franklin County, Pennsylvania",2010
"1649","36015",11723,"55-64","Chemung County, New York",2010
"1650","36015",6841,"65-74","Chemung County, New York",2010
"1651","36015",4862,"75-84","Chemung County, New York",2010
"1652","36015",2240,"85+","Chemung County, New York",2010
"1653","72053",4107,"55-64","Fajardo Municipio, Puerto Rico",2010
"1654","72053",3553,"65-74","Fajardo Municipio, Puerto Rico",2010
"1655","72053",1959,"75-84","Fajardo Municipio, Puerto Rico",2010
"1656","72053",697,"85+","Fajardo Municipio, Puerto Rico",2010
"1657","72054",1516,"55-64","Florida Municipio, Puerto Rico",2010
"1658","72054",993,"65-74","Florida Municipio, Puerto Rico",2010
"1659","72054",466,"75-84","Florida Municipio, Puerto Rico",2010
"1660","72054",146,"85+","Florida Municipio, Puerto Rico",2010
"1661","36113",9810,"55-64","Warren County, New York",2010
"1662","36113",5957,"65-74","Warren County, New York",2010
"1663","36113",3678,"75-84","Warren County, New York",2010
"1664","36113",1612,"85+","Warren County, New York",2010
"1665","72057",5059,"55-64","Guayama Municipio, Puerto Rico",2010
"1666","72057",3292,"65-74","Guayama Municipio, Puerto Rico",2010
"1667","72057",1701,"75-84","Guayama Municipio, Puerto Rico",2010
"1668","72057",615,"85+","Guayama Municipio, Puerto Rico",2010
"1669","42043",35368,"55-64","Dauphin County, Pennsylvania",2010
"1670","42043",19018,"65-74","Dauphin County, Pennsylvania",2010
"1671","42043",12647,"75-84","Dauphin County, Pennsylvania",2010
"1672","42043",5176,"85+","Dauphin County, Pennsylvania",2010
"1673","09003",110896,"55-64","Hartford County, Connecticut",2010
"1674","09003",63753,"65-74","Hartford County, Connecticut",2010
"1675","09003",43629,"75-84","Hartford County, Connecticut",2010
"1676","09003",22737,"85+","Hartford County, Connecticut",2010
"1677","36109",11304,"55-64","Tompkins County, New York",2010
"1678","36109",5711,"65-74","Tompkins County, New York",2010
"1679","36109",3421,"75-84","Tompkins County, New York",2010
"1680","36109",1797,"85+","Tompkins County, New York",2010
"1681","42021",20724,"55-64","Cambria County, Pennsylvania",2010
"1682","42021",12683,"65-74","Cambria County, Pennsylvania",2010
"1683","42021",9744,"75-84","Cambria County, Pennsylvania",2010
"1684","42021",4644,"85+","Cambria County, Pennsylvania",2010
"1685","72075",5495,"55-64","Juana Díaz Municipio, Puerto Rico",2010
"1686","72075",3673,"65-74","Juana Díaz Municipio, Puerto Rico",2010
"1687","72075",1780,"75-84","Juana Díaz Municipio, Puerto Rico",2010
"1688","72075",673,"85+","Juana Díaz Municipio, Puerto Rico",2010
"1689","36111",25617,"55-64","Ulster County, New York",2010
"1690","36111",14464,"65-74","Ulster County, New York",2010
"1691","36111",8754,"75-84","Ulster County, New York",2010
"1692","36111",3826,"85+","Ulster County, New York",2010
"1693","25027",96170,"55-64","Worcester County, Massachusetts",2010
"1694","25027",51473,"65-74","Worcester County, Massachusetts",2010
"1695","25027",33647,"75-84","Worcester County, Massachusetts",2010
"1696","25027",16915,"85+","Worcester County, Massachusetts",2010
"1697","33011",49515,"55-64","Hillsborough County, New Hampshire",2010
"1698","33011",25560,"65-74","Hillsborough County, New Hampshire",2010
"1699","33011",15119,"75-84","Hillsborough County, New Hampshire",2010
"1700","33011",6848,"85+","Hillsborough County, New Hampshire",2010
"1701","72097",10977,"55-64","Mayagüez Municipio, Puerto Rico",2010
"1702","72097",8619,"65-74","Mayagüez Municipio, Puerto Rico",2010
"1703","72097",5234,"75-84","Mayagüez Municipio, Puerto Rico",2010
"1704","72097",1906,"85+","Mayagüez Municipio, Puerto Rico",2010
"1705","25005",67210,"55-64","Bristol County, Massachusetts",2010
"1706","25005",39155,"65-74","Bristol County, Massachusetts",2010
"1707","25005",25782,"75-84","Bristol County, Massachusetts",2010
"1708","25005",12942,"85+","Bristol County, Massachusetts",2010
"1709","09009",105318,"55-64","New Haven County, Connecticut",2010
"1710","09009",60734,"65-74","New Haven County, Connecticut",2010
"1711","09009",41125,"75-84","New Haven County, Connecticut",2010
"1712","09009",22113,"85+","New Haven County, Connecticut",2010
"1713","09011",35001,"55-64","New London County, Connecticut",2010
"1714","09011",20365,"65-74","New London County, Connecticut",2010
"1715","09011",12789,"75-84","New London County, Connecticut",2010
"1716","09011",5841,"85+","New London County, Connecticut",2010
"1717","25003",19491,"55-64","Berkshire County, Massachusetts",2010
"1718","25003",11866,"65-74","Berkshire County, Massachusetts",2010
"1719","25003",8280,"75-84","Berkshire County, Massachusetts",2010
"1720","25003",4240,"85+","Berkshire County, Massachusetts",2010
"1721","72113",20514,"55-64","Ponce Municipio, Puerto Rico",2010
"1722","72113",14329,"65-74","Ponce Municipio, Puerto Rico",2010
"1723","72113",7854,"75-84","Ponce Municipio, Puerto Rico",2010
"1724","72113",2995,"85+","Ponce Municipio, Puerto Rico",2010
"1725","33015",40968,"55-64","Rockingham County, New Hampshire",2010
"1726","33015",21216,"65-74","Rockingham County, New Hampshire",2010
"1727","33015",11571,"75-84","Rockingham County, New Hampshire",2010
"1728","33015",4637,"85+","Rockingham County, New Hampshire",2010
"1729","44007",70466,"55-64","Providence County, Rhode Island",2010
"1730","44007",39814,"65-74","Providence County, Rhode Island",2010
"1731","44007",28955,"75-84","Providence County, Rhode Island",2010
"1732","44007",15620,"85+","Providence County, Rhode Island",2010
"1733","36055",91818,"55-64","Monroe County, New York",2010
"1734","36055",52071,"65-74","Monroe County, New York",2010
"1735","36055",34079,"75-84","Monroe County, New York",2010
"1736","36055",17444,"85+","Monroe County, New York",2010
"1737","72125",4581,"55-64","San Germán Municipio, Puerto Rico",2010
"1738","72125",3667,"65-74","San Germán Municipio, Puerto Rico",2010
"1739","72125",1871,"75-84","San Germán Municipio, Puerto Rico",2010
"1740","72125",820,"85+","San Germán Municipio, Puerto Rico",2010
"1741","72127",47936,"55-64","San Juan Municipio, Puerto Rico",2010
"1742","72127",33450,"65-74","San Juan Municipio, Puerto Rico",2010
"1743","72127",23119,"75-84","San Juan Municipio, Puerto Rico",2010
"1744","72127",10545,"85+","San Juan Municipio, Puerto Rico",2010
"1745","36091",29411,"55-64","Saratoga County, New York",2010
"1746","36091",16719,"65-74","Saratoga County, New York",2010
"1747","36091",9234,"75-84","Saratoga County, New York",2010
"1748","36091",4041,"85+","Saratoga County, New York",2010
"1749","25013",56791,"55-64","Hampden County, Massachusetts",2010
"1750","25013",32022,"65-74","Hampden County, Massachusetts",2010
"1751","25013",22046,"75-84","Hampden County, Massachusetts",2010
"1752","25013",11677,"85+","Hampden County, Massachusetts",2010
"1753","42027",14970,"55-64","Centre County, Pennsylvania",2010
"1754","42027",9150,"65-74","Centre County, Pennsylvania",2010
"1755","42027",5861,"75-84","Centre County, Pennsylvania",2010
"1756","42027",2355,"85+","Centre County, Pennsylvania",2010
"1757","36067",57081,"55-64","Onondaga County, New York",2010
"1758","36067",31945,"65-74","Onondaga County, New York",2010
"1759","36067",22646,"75-84","Onondaga County, New York",2010
"1760","36067",10987,"85+","Onondaga County, New York",2010
"1761","36065",30106,"55-64","Oneida County, New York",2010
"1762","36065",18495,"65-74","Oneida County, New York",2010
"1763","36065",12879,"75-84","Oneida County, New York",2010
"1764","36065",6794,"85+","Oneida County, New York",2010
"1765","42081",15350,"55-64","Lycoming County, Pennsylvania",2010
"1766","42081",9417,"65-74","Lycoming County, Pennsylvania",2010
"1767","42081",6698,"75-84","Lycoming County, Pennsylvania",2010
"1768","42081",2997,"85+","Lycoming County, Pennsylvania",2010
"1769","72153",5321,"55-64","Yauco Municipio, Puerto Rico",2010
"1770","72153",3561,"65-74","Yauco Municipio, Puerto Rico",2010
"1771","72153",1926,"75-84","Yauco Municipio, Puerto Rico",2010
"1772","72153",700,"85+","Yauco Municipio, Puerto Rico",2010
